# sectors lambda 1.9614068619764455 2.1995688493332102 2.298606272079097 2.3421820411462999
0,0,0,0,0,0,4 2.4330852003290326e-16 3.1251449995536862e-16 0
0,0,0,0,0,1,3 -7.0002190892884397e-15 1.1792867030124832e-15 0
0,0,0,0,0,2,2 -0.33333333333334331 0.12891078647848644 0
0,0,0,0,0,3,1 -1.9574050496781736e-15 1.8869725660480841e-15 0
0,0,0,0,0,4,0 -0.041666666666668843 0.015962543556106119 0
0,0,0,0,1,0,3 5.4802735225821693e-15 -1.1658883358528147e-15 0
0,0,0,0,1,1,2 7.864675504267761e-15 -1.1231961812453034e-15 0
0,0,0,0,1,2,1 6.0894791000052489e-15 -1.4899817761971496e-15 0
0,0,0,0,1,3,0 1.3288218995207574e-15 -1.0324010255632204e-15 0
0,0,0,0,2,0,2 -0.33333333333333759 0.12891078647848334 0
0,0,0,0,2,1,1 -4.418342863834855e-15 1.1017190255929602e-15 0
0,0,0,0,2,2,0 -0.083333333333336715 0.031925087112210419 0
0,0,0,0,3,0,1 1.4270734920277842e-15 -1.0104929518251289e-15 0
0,0,0,0,3,1,0 3.2147573299732102e-15 -1.9320139301388581e-15 0
0,0,0,0,4,0,0 -0.041666666666664909 0.015962543556104887 0
0,0,0,1,0,0,3 4.6051487276321801e-17 1.932454847183851e-16 0
0,0,0,1,0,1,2 -1.5065531287772327e-15 1.3466875184442451e-15 0
0,0,0,1,0,2,1 -3.079025749641584e-15 8.1125427556227869e-16 0
0,0,0,1,0,3,0 -4.6509969270011609e-15 6.6499540249398414e-16 0
0,0,0,1,1,0,2 2.3597092772072344e-15 -8.4360754601560395e-16 0
0,0,0,1,1,1,1 -1.4142135623730934 0.53851858480402393 0
0,0,0,1,1,2,0 -4.2387222746499698e-17 -1.0024126710986292e-16 0
0,0,0,1,2,0,1 -1.045978291375305e-14 3.2104179239361447e-16 0
0,0,0,1,2,1,0 -3.043882829116036e-15 -6.0787912382767942e-16 0
0,0,0,1,3,0,0 4.3551457960243964e-15 -1.6298841318718048e-15 0
0,0,0,2,0,0,2 -0.33333333333334048 0.12615974695776558 0
0,0,0,2,0,1,1 -1.3095806990909287e-15 1.068752291527586e-15 0
0,0,0,2,0,2,0 -0.16666666666666852 0.062474654464062633 0
0,0,0,2,1,0,1 3.0292642580562884e-15 -9.3886487126382256e-16 0
0,0,0,2,1,1,0 1.1497523582076202e-15 -1.433349153343727e-16 0
0,0,0,2,2,0,0 -0.16666666666665897 0.062474654464060198 0
0,0,0,3,0,0,1 -1.6664187391102203e-16 2.2254604842980585e-16 0
0,0,0,3,0,1,0 -3.8098864341140626e-15 1.2573899170129077e-15 0
0,0,0,3,1,0,0 3.3052919667757308e-17 -1.4348755067146793e-15 0
0,0,0,4,0,0,0 1.3543531666168965e-15 -1.0167885142794292e-15 0
0,0,1,0,0,0,3 -3.5358543350183513e-17 -7.7923643015606614e-16 0
0,0,1,0,0,1,2 -3.4204545662844255e-15 4.156831129309424e-16 0
0,0,1,0,0,2,1 0.70710678118655046 -0.26925929240201152 0
0,0,1,0,0,3,0 -9.6514322141943998e-16 3.5794934724608929e-16 0
0,0,1,0,1,0,2 -8.9239359445884153e-15 2.4504442935500623e-15 0
0,0,1,0,1,1,1 4.9265519913360353e-15 -3.8980456232642902e-17 0
0,0,1,0,1,2,0 -1.2083071529282469e-14 3.334101251377744e-15 0
