interval bound d/u >=,interval bound 4(1-u)^2/(u^2-d^2) >=,implied dominant mass p0 >=,required dominant mass,e2(C+) upper bound,lambda2(C+) upper bound,exact sup lambda1(C-),Weyl sum upper bound,2 sigma*,final positive margin
0.8515,11.45,0.7112098556871609,0.7088170056,0.06508301845318416,0.2551137363083065,0.27804102562746,0.5331547619357666,0.5348864884576796,0.0017317265219130018
