dangerous u lower endpoint,dangerous u upper endpoint,1D minimizer u*,boundary asymmetry d*,minimum dominant C+ mass p0,required p0 for e2 closure,margin
0.40238354275496474,0.5976164572450374,0.5280356754170903,0.45226585858902746,0.719071046876019,0.7088170056,0.010254041276018921
