0.7000000000	-6.9404362953728516
0.7025000000	-7.0021069949144819
0.7050000000	-7.0636388063123317
0.7075000000	-7.1250324722016991
0.7100000000	-7.1862887483079225
0.7125000000	-7.247408403079973
0.7150000000	-7.3083922173189206
0.7175000000	-7.3692409838020092
0.7200000000	-7.4299555069025089
0.7225000000	-7.4905366022062898
0.7250000000	-7.550985096124939
0.7275000000	-7.6113018255065423
0.7300000000	-7.6714876372438994
0.7325000000	-7.7315433878813158
0.7350000000	-7.7914699432197603
0.7375000000	-7.8512681779214697
0.7400000000	-7.9109389751135932
0.7425000000	-7.9704832259923597
0.7450000000	-8.0299018294271303
0.7475000000	-8.0891956915654823
0.7500000000	-8.1483657254392732
0.7525000000	-8.2074128505724531
0.7550000000	-8.2663379925904383
0.7575000000	-8.3251420828321638
0.7600000000	-8.3838260579643702
0.7625000000	-8.442390859598996
0.7650000000	-8.5008374339139561
0.7675000000	-8.5591667312771147
0.7700000000	-8.6173797058746349
