0.7000000000	-5.3139705548950422
0.7025000000	-5.4132145384196875
0.7050000000	-5.5117362330359203
0.7075000000	-5.6095326606959288
0.7100000000	-5.7066012558188524
0.7125000000	-5.802939878531852
0.7150000000	-5.8985468266440657
0.7175000000	-5.9934208462597116
0.7200000000	-6.0875611409459696
0.7225000000	-6.1809673793812951
0.7250000000	-6.2736397014172267
0.7275000000	-6.3655787225046216
0.7300000000	-6.4567855364426272
0.7325000000	-6.5472617164235123
0.7350000000	-6.6370093143607045
0.7375000000	-6.7260308584992901
0.7400000000	-6.8143293493239367
0.7425000000	-6.9019082537898697
0.7450000000	-6.9887714979191857
0.7475000000	-7.0749234578135471
0.7500000000	-7.1603689491498699
0.7525000000	-7.2451132152326387
0.7550000000	-7.3291619136913999
0.7575000000	-7.4125211019148995
0.7600000000	-7.4951972213277056
0.7625000000	-7.5771970806155267
0.7650000000	-7.6585278380153232
0.7675000000	-7.7391969827867753
0.7700000000	-7.8192123159861264
0.7725000000	-7.8985819306654923
0.7750000000	-7.9773141916155748
0.7775000000	-8.0554177147765795
0.7800000000	-8.1329013464320621
0.7825000000	-8.2097741423016188
0.7850000000	-8.2860453466414867
0.7875000000	-8.361724371459669
0.7900000000	-8.436820775941813
