"unique real stationary r in (0,1)",t*=sqrt(1-r²),s3*,q* at s6=0,minimum resolvent scalar S,distance from failure S=0
0.6608385948419679,0.7505280484880584,1.7038190567978033,0.6021054683493503,0.057549460989287926,0.057549460989287926
