Sobol directions on phase torus,max |K_full-K_4|,max ||grad_full-grad_4||,max ||H_full-H_4||_op,min |quartic Hessian eig| at stationary points,Hessian margin / correction,sampled min ||grad K4|| outside 0.08-rad critical neighborhoods,gradient margin / correction
65536,2.1362084252e-06,3.5721565667e-06,7.3460888755e-06,5.9788434821e-05,8.138811799623182,1.13902184199e-05,3.1886111952876734
