t_*^2 exact-form expression,t_*,q_*=(1+t_*)/2,s3_*,sigma2_candidate,closed form sigma2,1/g_c,margin,relative margin [%]
((2λ3-λ4)(2λ3-λ5))/(4λ3²),0.42647792950140556,0.7132389647507028,0.7968194009627448,0.2674432442288398,[2λ3(λ4+λ5)-λ4λ5]/(24λ3),0.26893685965105035,0.001493615422210548,0.555377728493051
