localized spinodal g_fold,p_max at fold,V_fold relative uniform,min Hessian at fold,stationarity residual,coexistence g_c,uniform spinodal g_spin,localized-metastable width g_c-g_fold,uniform-metastable width g_spin-g_c,total hysteresis window g_spin-g_fold
3.5156447168395935,0.654823258558299,0.0805746118775097,-6.768856053440866e-08,6.674335893081556e-16,3.718344898120381,5.123427551398618,0.20270018128078737,1.405082653278237,1.6077828345590244
