beta 0.21589198178614957 mask 585 logZ -12.569008025772717 bins 13 psum 0.99999999999985623 hist_entropy 2.0136256976017397 Neff_bins 7.4904261936689718 max_bin_q2 20 max_bin_p 0.238107597243881
0	8.8562171528314402e-08
2	1.5681417079004002e-05
4	0.00051415833177566241
6	0.0051416523065241516
8	0.019029486767614928
10	0.038531536941100689
12	0.087439618726253984
14	0.096283881367614399
16	0.18849491779865202
18	0.10727630972526704
20	0.238107597243881
22	0.047675497566444909
24	0.17148957324547695
