liczba krawędzi,wymiar gradientów,wymiar cykli,ranga kowariancji cyklicznej,liczba różnych dodatnich wartości własnych,lambda_min+,lambda_max,kondycja spektralna,maks. błąd D12
66,11,55,55,28,0.012500170020984788,0.46998567264502006,37.59834241102536,5.534088308875088e-15
