beta 0.216 mask 275 logZ -12.644491928209881 d2 1108.0773547686877 d3 -11068.22004734911 C 51.69845706408789 dC -37.709457269046936 skew 0.30007006027081179 sec 15.679229314000001 memo 125070 new_splits 49589352
beta 0.216 mask 531 logZ -12.639684685962481 d2 1108.6072841491587 d3 -11077.499623257667 C 51.723181449263144 dC -37.913475670273158 skew 0.30010632745851745 sec 0.56023617199999998 memo 125565 new_splits 307927
beta 0.216 mask 99 logZ -12.818080367013787 d2 1054.3246375167 d3 -11698.2146491725 C 49.190570287979149 dC -90.323659264577657 skew 0.34171028687889676 sec 2.3539874310000002 memo 144407 new_splits 6153633
beta 0.216 mask 163 logZ -12.765361184132237 d2 1065.7582868350109 d3 -11535.782233690843 C 49.724018630574264 dC -77.805875982355246 skew 0.33155758813872555 sec 3.6406103480000001 memo 176948 new_splits 10752497
beta 0.216 mask 291 logZ -12.675964976876882 d2 1094.5739799972434 d3 -11238.147758755833 C 51.068443610751387 dC -51.471062473702887 skew 0.31033235557354 sec 0.25360886999999999 memo 177443 new_splits 307927
beta 0.216 mask 195 logZ -12.860873949656183 d2 1044.6827132243779 d3 -11726.084656471387 C 48.740716668196576 dC -95.789273619397648 skew 0.34727731316078486 sec 0.23144867999999999 memo 177702 new_splits 266611
beta 0.216 mask 85 logZ -12.691805233389335 d2 1085.8051582268199 d3 -11282.900200873613 C 50.659325462230505 dC -57.347163417973093 skew 0.31535004407295114 sec 0.90816497900000004 memo 183268 new_splits 1611960
beta 0.216 mask 149 logZ -12.664166784738038 d2 1095.5833962841134 d3 -11138.740260398015 C 51.115538937031587 dC -46.39703839439278 skew 0.30716230232833497 sec 1.153918977 memo 194297 new_splits 2979409
beta 0.216 mask 277 logZ -12.649948483111435 d2 1101.5422599670164 d3 -11078.885531134903 C 51.393555681021112 dC -41.030227034878862 skew 0.30303607365202806 sec 0.25979237399999999 memo 194792 new_splits 307927
beta 0.216 mask 165 logZ -12.695240742984167 d2 1083.4060059343501 d3 -11294.81355262734 C 50.547390612873038 dC -58.939426547741903 skew 0.31673219321629753 sec 0.253760549 memo 195287 new_splits 307927
beta 0.216 mask 293 logZ -12.629317415651817 d2 1106.9758337465246 d3 -11031.091848935932 C 51.647064499277846 dC -36.453061125456202 skew 0.29950997492213488 sec 0.68235898399999995 memo 201320 new_splits 1693703
beta 0.216 mask 549 logZ -12.616914736058751 d2 1112.4546653015896 d3 -10936.935433425009 C 51.902684864310956 dC -29.69324417159055 skew 0.2947624555150371 sec 0.31615669400000002 memo 201820 new_splits 308816
beta 0.216 mask 325 logZ -12.693413470519602 d2 1082.8241191710404 d3 -11331.897447288036 C 50.520242104044058 dC -60.9209878187811 skew 0.31802829016165507 sec 0.231441114 memo 202084 new_splits 267500
beta 0.216 mask 585 logZ -12.587868078554962 d2 1126.1391828134801 d3 -10797.454462073743 C 52.541149713345725 dC -17.273908407089095 skew 0.28571515486004334 sec 0.44192999599999999 memo 202221 new_splits 245221
