beta 0.21299999999999999 mask 15 logZ -12.358144668608945 d2 1083.490000737107 d3 -9679.2374542206526 C 49.156857843441806 dC 22.429416253470777 skew 0.27139621262895536 sec 11.992926794000001 memo 91418 new_splits 38735718
beta 0.21299999999999999 mask 23 logZ -12.26314401380287 d2 1101.8845694939228 d3 -9378.7966973036528 C 49.991401033369783 dC 43.896199244441675 skew 0.25641472984953728 sec 3.5209799020000001 memo 123959 new_splits 10752497
beta 0.21299999999999999 mask 39 logZ -12.253185897134108 d2 1101.0960435231827 d3 -9404.0987210515887 C 49.955626398603279 dC 42.412359665486292 skew 0.25738271419710768 sec 4.2306616290000001 memo 161460 new_splits 12024511
beta 0.21299999999999999 mask 71 logZ -12.300874506355207 d2 1087.03749892837 d3 -9603.1288793664426 C 49.31780428888122 dC 27.393620415509531 skew 0.26794519197209243 sec 3.3243000079999998 memo 190831 new_splits 8824226
beta 0.21299999999999999 mask 135 logZ -12.331586991031216 d2 1079.5316505613773 d3 -9683.6684904526919 C 48.97727145431913 dC 20.542127395798559 skew 0.2730152105639575 sec 0.79235196200000002 memo 196392 new_splits 1611071
beta 0.21299999999999999 mask 27 logZ -12.215082470616904 d2 1112.919407352234 d3 -9281.6278068646789 C 50.492040592163505 dC 53.005495562408043 skew 0.24999341863353411 sec 0.24038753199999999 memo 196892 new_splits 308816
beta 0.21299999999999999 mask 43 logZ -12.197714344538481 d2 1111.7637298745649 d3 -9197.7025443911552 C 50.439608660679134 dC 56.320782190082298 skew 0.24811933470227671 sec 0.26826331199999998 memo 197859 new_splits 390559
beta 0.21299999999999999 mask 75 logZ -12.194297591078149 d2 1114.5806948710924 d3 -9127.4517976958305 C 50.567411545606589 dC 60.708015405423282 skew 0.2452913724855561 sec 0.724736402 memo 203892 new_splits 1693703
beta 0.21299999999999999 mask 139 logZ -12.199538860868975 d2 1112.2516890947663 d3 -9150.7730047311634 C 50.461746882540453 dC 58.657799102722265 skew 0.24669092384425514 sec 1.1609249049999999 memo 214921 new_splits 2979409
beta 0.21299999999999999 mask 267 logZ -12.18754805972014 d2 1114.2323075373715 d3 -9126.3130219001323 C 50.551605560663006 dC 60.611267520333115 skew 0.24537580661880759 sec 0.22209767999999999 memo 215888 new_splits 390559
beta 0.21299999999999999 mask 523 logZ -12.163683332059774 d2 1122.4428182710217 d3 -9020.1956136319786 C 50.924108222137981 dC 68.923385788586017 skew 0.23986651067723397 sec 0.23012028000000001 memo 216855 new_splits 390559
beta 0.21299999999999999 mask 1035 logZ -12.192041577909883 d2 1116.0390172860825 d3 -9125.6534068044275 C 50.633574175252278 dC 61.410851950561096 skew 0.24476251282088982 sec 0.192827476 memo 217350 new_splits 307927
beta 0.21299999999999999 mask 51 logZ -12.21075696545623 d2 1107.9800415884929 d3 -9373.8943355325609 C 50.267946506828331 dC 46.71528560792126 skew 0.25416874685183394 sec 0.23826900300000001 memo 217845 new_splits 307927
beta 0.21299999999999999 mask 83 logZ -12.200109150780348 d2 1108.7984288785847 d3 -9240.2313114684075 C 50.305075919792507 dC 53.128076332266858 skew 0.25026720317687134 sec 0.27597549799999999 memo 218812 new_splits 390559
beta 0.21299999999999999 mask 147 logZ -12.153890862109002 d2 1125.1657102389545 d3 -8919.1699081286788 C 51.047643107831128 dC 74.666772999904595 skew 0.23631957914844917 sec 0.27895370400000002 memo 219779 new_splits 390559
beta 0.21299999999999999 mask 275 logZ -12.115768968658109 d2 1137.7497971938901 d3 -8669.2546192873269 C 51.618570548889601 dC 91.366000782150479 skew 0.22589759558270209 sec 0.62629840599999997 memo 222458 new_splits 830753
beta 0.21299999999999999 mask 531 logZ -12.110992458845576 d2 1138.3048931221783 d3 -8676.5924046263099 C 51.643754696060107 dC 91.269563664556927 skew 0.22592344004741413 sec 0.210559832 memo 222953 new_splits 307927
beta 0.21299999999999999 mask 99 logZ -12.288884085959385 d2 1086.4357092305472 d3 -9663.8626947626472 C 49.290501692080696 dC 24.38182553352658 skew 0.26986384465952462 sec 0.25356000299999998 memo 223453 new_splits 308816
beta 0.21299999999999999 mask 163 logZ -12.235675074240815 d2 1097.2476711139971 d3 -9412.0930873285979 C 49.781029590770935 dC 40.410256615551589 skew 0.25895792840796428 sec 0.29363626599999998 memo 224420 new_splits 390559
beta 0.21299999999999999 mask 291 logZ -12.146832336054141 d2 1124.8794934194448 d3 -8920.8985084462911 C 51.034657736946791 dC 74.466419766983677 skew 0.23645559734114494 sec 0.27477288100000002 memo 224915 new_splits 307927
