degree,reflected_coefficients,depth,maximum_uniform_cell_count,adaptive_nodes_visited,lean_returncode,source_sha256
11,12,14,16384,147,0,a5ab82eddc5997c2478182a2b99cfbfb1d510b00461a066d278363f98ff7a928
