trial,q_minus,flip_probability,input_sign_bias,output_sign_bias,contraction_factor,l1_coherence,measurement_bias,aligned_reference_bias
175,0.4829150697111846,0.1792118139844756,0.03416986057763083,0.021922575182203145,0.6415763720310488,0.836565047700088,0.6115846562934509,0.8365650477000879
176,0.18182861794341418,0.08951167995414777,0.6363427641131716,0.5224225444282996,0.8209766400917045,0.2343082414414377,0.23420815544401688,0.2343082414414377
177,0.4709094812296171,0.11181214997262201,0.058181037540765757,0.04517034375062405,0.776375700054756,0.49824020777502376,0.48495048669894947,0.49824020777502376
178,0.2541776076110618,0.3017401860434361,0.49164478477787643,0.19494680712555335,0.3965196279131278,0.03688729209774799,0.036882890081946965,0.03688729209774799
179,0.3327237896697966,0.2732269859605743,0.3345524206604068,0.15173492157469257,0.45354602807885136,0.948425931397566,0.8210396310230226,0.948425931397566
180,0.40975937769565063,0.3729139154805815,0.18048124460869874,0.04587330941302187,0.254172169038837,0.0055764762987216,0.00454916897551119,0.005576476298721601
181,0.09048549744670983,0.13958298892739324,0.8190290051065803,0.5903839720045689,0.7208340221452135,0.6618593523704771,0.4732526706335408,0.6618593523704771
182,0.3664392838448737,0.05912504794657597,0.26712143231025265,0.23553429732444917,0.8817499041068481,0.9692412074750016,0.9167172985904241,0.9692412074750016
183,0.23579695662526437,0.42088690013237784,0.5284060867494713,0.08360768702334069,0.15822619973524432,0.48731504725896463,0.04485487733991472,0.48731504725896463
184,0.3806069055911874,0.24779210282337838,0.23878618881762514,0.12044752511302592,0.5044157943532432,0.27796634138905973,0.2469742076709337,0.27796634138905973
185,0.38319392060687363,0.1870997366347278,0.23361215878625274,0.14619461201909656,0.6258005267305444,0.6329206509266897,0.6158483443931144,0.6329206509266897
186,0.2822711333360144,0.2279603805729239,0.4354577333279712,0.23692351210223697,0.5440792388541522,0.6094199503027451,0.4781305133370943,0.6094199503027451
187,0.2775211969982502,0.17501782178995262,0.44495760600349965,0.28920658402029076,0.6499643564200948,0.6350561882954437,0.3621688284235117,0.6350561882954437
188,0.48949938177325614,0.04511413020446614,0.021001236453487726,0.019106331421852873,0.9097717395910677,0.0702944972962136,0.0582693515609659,0.0702944972962136
189,0.3676641570129831,0.18382410035210334,0.2646716859740338,0.16736561684833146,0.6323517992957933,0.8908143026440416,0.08200207086572825,0.8908143026440417
190,0.28259741830009927,0.04319865354295699,0.43480516339980146,0.3972391681750078,0.913602692914086,0.1314417897335638,0.11267698189150338,0.1314417897335638
191,0.3564284674610813,0.06048167589602621,0.2871430650778374,0.25240927748217873,0.8790366482079476,0.9711673367022515,0.875778309713194,0.9711673367022515
192,0.31797480157626257,0.26778307420970954,0.36405039684747487,0.16907732797731173,0.4644338515805809,0.4703888773393954,0.4238234625666509,0.4703888773393954
193,0.41184098249915163,0.3333825709876627,0.17631803500169674,0.05875531536098001,0.33323485802467456,0.8469755646920156,0.34353451939162244,0.8469755646920156
194,0.20282188000651752,0.36839602285946177,0.594356239986965,0.15643929004116158,0.26320795428107646,0.47521026879864386,0.07588074731437802,0.47521026879864386
195,0.2728438217275633,0.06320222224325511,0.45431235654487345,0.39688525549246134,0.8735955555134898,0.21474971851367908,0.02766635882387783,0.21474971851367905
196,0.12106665915803996,0.4828495430731921,0.7578666816839201,0.025995519760965796,0.03430091385361578,0.020083345420828236,0.013969446131020273,0.020083345420828236
197,0.029446186490946553,0.02634219185795228,0.9411076270181069,0.8915259516783206,0.9473156162840954,0.4955726374554247,0.4463470274894061,0.4955726374554247
198,0.11776996996031072,0.37331806699170866,0.7644600600793785,0.1936865562369804,0.2533638660165827,0.9651889485974036,0.36530411886053776,0.9651889485974037
199,0.46447969699790553,0.4600802545340626,0.07104060600418893,0.005671845818866333,0.07983949093187481,0.4547503246751517,0.3460208070296783,0.4547503246751517
200,0.12254226177385581,0.06886746191180243,0.7549154764522884,0.6509372508098721,0.8622650761763951,0.4738007229529696,0.22452229865627302,0.47380072295296966
201,0.24777806761534105,0.33173669395736677,0.5044438647693179,0.16975878479801687,0.33652661208526646,0.1180999049206154,0.08183035653983844,0.1180999049206154
202,0.4681010073231496,0.06156634181015824,0.06379798535370085,0.05594236820753001,0.8768673163796835,0.9613319473524405,0.6226722779400591,0.9613319473524407
203,0.3308096983352368,0.1447057948291443,0.33838060332952635,0.24044933501039734,0.7105884103417114,0.15959223268918035,0.1348771527382284,0.15959223268918035
204,0.14509465082151443,0.4330928787098294,0.7098106983569712,0.09498278097606117,0.13381424258034125,0.47125668293596523,0.02261741632124989,0.47125668293596523
205,0.32118546704824175,0.21772375364615038,0.3576290659035165,0.2019003806205563,0.5645524927076992,0.5635599113792915,0.40857019923383847,0.5635599113792915
206,0.3004721111053302,0.4541399246573368,0.39905577778933965,0.03660145607068834,0.09172015068532635,0.9630751103556944,0.37381887189281665,0.9630751103556943
207,0.38206961548663015,0.28050698799175,0.2358607690267397,0.10353958121652251,0.4389860240165,0.0033196541788125256,0.003244054130163658,0.0033196541788125256
208,0.3792937585433545,0.2653382167909079,0.24141248291329098,0.11330056745873468,0.4693235664181842,0.4074271824035837,0.05355384600883607,0.4074271824035837
209,0.46666527125287766,0.32287211583096304,0.06666945749424469,0.023618039889306212,0.35425576833807393,0.3450581409762573,0.283581431443171,0.3450581409762573
210,0.4579183698289849,0.2390900979688652,0.08416326034203025,0.04391805602092001,0.5218198040622696,0.42351091166507593,0.42203048995913867,0.423510911665076
211,0.12223192681432797,0.4130360330181058,0.755536146371344,0.13140884097333025,0.17392793396378836,0.04346350356279827,0.03328360330531267,0.04346350356279827
212,0.3863228405549051,0.4760133039716524,0.22735431889018975,0.010906957875901966,0.04797339205669515,0.13528951271653444,0.1256100360197438,0.13528951271653444
213,0.48923161311514185,0.2845417471501775,0.0215367737697163,0.009280551296889919,0.430916505699645,0.2299042602364414,0.18665679182754502,0.2299042602364414
214,0.08133369203359393,0.42362491326914803,0.8373326159328122,0.12790270232887938,0.15275017346170394,0.18029801915789245,0.17741224927968982,0.18029801915789245
215,0.22547991125696734,0.11813608119520463,0.5490401774860654,0.4193172675122186,0.7637278376095907,0.24495299501059056,0.22885347170215925,0.2449529950105906
216,0.3939141528959881,0.19159716341930677,0.21217169420802384,0.13086870467177197,0.6168056731613865,0.08997965523990514,0.049777336856141524,0.08997965523990514
217,0.22943137110932477,0.3706984234348349,0.5411372577813505,0.13993980113855756,0.2586031531303302,0.2295406592007463,0.0551689059998782,0.22954065920074626
218,0.34975008744971087,0.0055204688103879795,0.30049982510057827,0.2971820252765887,0.988959062379224,0.3292162902687077,0.18156465387951248,0.3292162902687077
219,0.07682428403148493,0.19547676434214273,0.8463514319370301,0.5154673531142503,0.6090464713157145,0.9345409583074916,0.6974639470101559,0.9345409583074915
220,0.3900519107831092,0.4880100894205934,0.21989617843378162,0.005273071032348571,0.023979821158813253,0.13024882405492522,0.0661860960278568,0.13024882405492522
221,0.4060301579261682,0.047489041219522854,0.1879396841476636,0.1700895333331186,0.9050219175609543,0.03791879329935488,0.014778606747592469,0.03791879329935488
222,0.4336066471029355,0.17488274646673158,0.132786705794129,0.08634249818703471,0.6502345070665368,0.7686408605471551,0.6058469602524337,0.7686408605471551
223,0.2427647265489973,0.2630514854564824,0.5144705469020054,0.2438060637296426,0.47389702908703524,0.3037888149512721,0.2825268531010199,0.303788814951272
224,0.36971819334952694,0.01116970243000881,0.26056361330094613,0.2547427772516272,0.9776605951399824,0.8126440885442183,0.7015955887355722,0.8126440885442183
225,0.4362705273746226,0.009943083055360347,0.12745894525075485,0.12492427549320109,0.9801138338892793,0.8210381296376776,0.7913313978659847,0.8210381296376776
226,0.4539343546499964,0.2520965046073804,0.09213129070000725,0.04567933799913069,0.49580699078523915,0.5386696810262046,0.0702966070737103,0.5386696810262046
227,0.11031683261693657,0.2423955055860948,0.7793663347661268,0.40153654126129296,0.5152089888278104,0.2965630967999714,0.2128142858964645,0.2965630967999714
228,0.10419915237579516,0.44716947066078844,0.7916016952484097,0.08364147317158144,0.10566105867842313,0.5073903940623602,0.20930805268597122,0.5073903940623601
229,0.04624591916648774,0.44254644955158534,0.9075081616670245,0.10427913189736888,0.11490710089682932,0.19328414643020364,0.038386049077403187,0.19328414643020364
230,0.20997071752458002,0.021035138263905795,0.58005856495084,0.5556553407210325,0.9579297234721884,0.17652219763002544,0.14635685423015,0.17652219763002544
231,0.39953341192758607,0.02978035507298238,0.20093317614482786,0.1889654534817577,0.9404392898540352,0.5641914967415964,0.29609660129872617,0.5641914967415964
232,0.12940188303261588,0.07011966569892103,0.7411962339347682,0.6372513696531578,0.8597606686021579,0.3179507802994842,0.26468923500490593,0.3179507802994842
233,0.18199659112957256,0.22205058224419844,0.6360068177408549,0.35355544935958166,0.5558988355116031,0.9965023585588723,0.9639166789549665,0.9965023585588723
234,0.4111014063753289,0.41714068588006903,0.17779718724934224,0.02946430597586687,0.16571862823986194,0.31543654985269143,0.01391080753154969,0.31543654985269143
235,0.15221975515113037,0.4662481573068502,0.6955604896977392,0.04695289646369666,0.06750368538629958,0.14719898869850023,0.006197515397972541,0.14719898869850023
236,0.41830521138273985,0.2953053435558553,0.1633895772345203,0.06688994675714835,0.4093893128882894,0.2884692121906681,0.28109239816703835,0.2884692121906681
237,0.07698872795389983,0.3924476908300508,0.8460225440922003,0.1819833564539026,0.21510461833989836,0.04278020446648079,0.019560143619748796,0.04278020446648079
238,0.09417735816350337,0.37047444267845286,0.8116452836729933,0.21025761543029936,0.25905111464309427,0.8414083637213826,0.2543679640847909,0.8414083637213826
239,0.4375578530323915,0.15213017490478276,0.12488429393521705,0.08688695497676731,0.6957396501904345,0.0912043115323653,0.0618966880892705,0.0912043115323653
240,0.1591534770429497,0.38763203723769507,0.6816930459141006,0.15320091759719576,0.22473592552460986,0.47349240497558,0.22342552418190145,0.47349240497558
241,0.07729284886325613,0.052661652978934936,0.8454143022734877,0.756372473053978,0.8946766940421301,0.09640590911011027,0.05746537256652993,0.09640590911011027
242,0.11622913578357326,0.14841664158136753,0.7675417284328535,0.5397097972177293,0.703166716837265,0.651399368812838,0.6416924299405328,0.651399368812838
243,0.28322970036925516,0.2749798743781775,0.4335405992614897,0.19511072021596124,0.450040251243645,0.9371390975246116,0.5054078428814326,0.9371390975246114
244,0.44023592073232987,0.4140201491455764,0.11952815853534027,0.020554026487544914,0.17195970170884722,0.9677643605585434,0.943102793242422,0.9677643605585434
245,0.041454612207899456,0.12297851318440922,0.917090775584201,0.6915258555112376,0.7540429736311816,0.16265591896602138,0.03696333839214497,0.1626559189660214
246,0.4808064540324896,0.15141537641414438,0.03838709193502077,0.026762299985449697,0.6971692471717112,0.4541213913842115,0.3759310634376831,0.4541213913842115
247,0.322339359335067,0.1534511530077945,0.35532128132986596,0.24627236071331624,0.693097693984411,0.22689400729633993,0.1496899080879296,0.22689400729633993
248,0.2997353140958641,0.165984375844548,0.40052937180827175,0.26756613623426195,0.668031248310904,0.17900983996407793,0.17873630654025074,0.17900983996407793
249,0.016295157088685813,0.22276102601214637,0.9674096858226284,0.5364073374467547,0.5544779479757073,0.38781135132378153,0.20836758992874424,0.38781135132378153
250,0.46398110618045557,0.28392555584608276,0.07203778763908886,0.03113104984438811,0.4321488883078345,0.12199432472180904,0.08420003652120418,0.12199432472180904
251,0.09328070896258521,0.06268340242124881,0.8134385820748296,0.7114603861044964,0.8746331951575024,0.17134948090394553,0.1246620077862599,0.17134948090394553
252,0.24378890615366422,0.30947526991379426,0.5124221876926716,0.1952581980006586,0.3810494601724115,0.4251785807903421,0.15879886018852615,0.4251785807903421
253,0.13311996299951595,0.06907072417249488,0.7337600740009681,0.6323973946407475,0.8618585516550102,0.6616206347704824,0.285201014604776,0.6616206347704824
254,0.3683677535751539,0.21310818180853797,0.2632644928496922,0.15105685803780272,0.5737836363829241,0.15978168295709083,0.14300433602878107,0.1597816829570908
255,0.09917890799731749,0.3759045893126225,0.801642184005365,0.19896023209694405,0.248190821374755,0.38150885041242416,0.33834633471214226,0.38150885041242416
