replication,local_seed,ensemble,control_index,delay5_r2,nonlinear_prediction_r2,narma10_r2,parity3_accuracy
11,3420466131,isospectral_orientation,2,0.2049270019684375,0.6866887154042256,0.6028751092622024,0.9966101694915255
11,3420466131,isospectral_orientation,3,0.19474463441561884,0.7089820764368626,0.5926585987569601,0.9838983050847457
11,3420466131,isospectral_orientation,4,0.19642107181741364,0.6492623120050007,0.5785914379959841,0.9228813559322034
11,3420466131,isospectral_orientation,5,0.21040950003872594,0.6831237478479502,0.6025563600119099,0.9449152542372882
11,3420466131,symmetric_radius_matched,6,0.6063443217977196,0.9575817670232798,0.587816870346783,0.9542372881355933
11,3420466131,symmetric_radius_matched,7,0.3511363175421198,0.9479218591675409,0.5608130360267202,0.9966101694915255
11,3420466131,symmetric_radius_matched,8,0.5959416322856386,0.9620864662516208,0.5849896758653996,1.0
11,3420466131,symmetric_radius_matched,9,0.5264286883174317,0.952942714797607,0.575280700593138,0.938135593220339
11,3420466131,symmetric_radius_matched,10,0.4350971254964753,0.9462920137757765,0.6057608893753228,0.8974576271186441
11,3420466131,symmetric_radius_matched,11,0.2786638968546401,0.9546376070818458,0.599523932341238,0.9364406779661016
11,3420466131,FIN,-1,0.2057514374542576,0.6995773329282422,0.6104248037512775,0.7669491525423728
12,2630220699,isospectral_orientation,0,0.21735903511145993,0.7079994953050097,0.5908684205426507,0.9652542372881356
12,2630220699,isospectral_orientation,1,0.2190875623945645,0.6137857138976252,0.5784147647061801,0.9754237288135593
12,2630220699,isospectral_orientation,2,0.22228519098497534,0.6935812911175787,0.572273273467443,0.9822033898305085
12,2630220699,isospectral_orientation,3,0.21896627854353468,0.6786992819609785,0.5870854761033575,0.9372881355932203
12,2630220699,isospectral_orientation,4,0.21793001872390827,0.719999764455651,0.5872276684372892,0.988135593220339
12,2630220699,isospectral_orientation,5,0.2161091012510803,0.7201987862115249,0.5751631299044014,0.9576271186440678
12,2630220699,symmetric_radius_matched,6,0.5167406126745216,0.9596899323222152,0.4591062825056633,0.997457627118644
12,2630220699,symmetric_radius_matched,7,0.3562887783958476,0.9731435240104688,0.5608006507872783,0.7161016949152542
12,2630220699,symmetric_radius_matched,8,0.37195193320869,0.9574473169349353,0.5232488806489609,1.0
12,2630220699,symmetric_radius_matched,9,0.6113718891543447,0.953602444289194,0.5874678666065822,0.9508474576271186
12,2630220699,symmetric_radius_matched,10,0.35501498696107125,0.9244758028264937,0.5617124659035782,0.8533898305084746
12,2630220699,symmetric_radius_matched,11,0.3654148413539854,0.9524666331475542,0.5928410643215021,0.9101694915254237
12,2630220699,FIN,-1,0.22798252223939663,0.7040001462840979,0.598784211791626,0.7593220338983051
13,1161746892,isospectral_orientation,0,0.20377650614586162,0.7016190744048416,0.5780440963567707,0.985593220338983
13,1161746892,isospectral_orientation,1,0.20144983043053521,0.6577403839724297,0.5704059800241859,0.9728813559322034
13,1161746892,isospectral_orientation,2,0.20394199972489335,0.6972350792555557,0.58087713252748,0.9983050847457627
13,1161746892,isospectral_orientation,3,0.20295261028897027,0.6837668940946589,0.5833356224846001,0.9533898305084746
13,1161746892,isospectral_orientation,4,0.20319201842509405,0.7214156899713258,0.5595422849337723,0.9822033898305085
13,1161746892,isospectral_orientation,5,0.20096745154267603,0.62144884019676,0.5734349594952247,0.9288135593220339
13,1161746892,symmetric_radius_matched,6,0.5752844651207765,0.9678889257433624,0.5585119844137225,0.9559322033898305
13,1161746892,symmetric_radius_matched,7,0.5725332276883122,0.9557394221392349,0.5498004527793646,0.7313559322033898
13,1161746892,symmetric_radius_matched,8,0.5435856166300601,0.9542621232220768,0.5376483559844277,0.5822033898305085
13,1161746892,symmetric_radius_matched,9,0.7161230434190557,0.9553894368090553,0.5631699462460991,0.8923728813559322
13,1161746892,symmetric_radius_matched,10,0.5843894385298882,0.9463341940475315,0.5390437359010267,0.7279661016949153
13,1161746892,symmetric_radius_matched,11,0.39287331017487837,0.9684746808799595,0.5415358968256538,0.7728813559322034
13,1161746892,FIN,-1,0.20964779803745526,0.7040897622622935,0.5792772818080365,0.7406779661016949
14,3669446249,isospectral_orientation,0,0.2443871211699542,0.6917709317287957,0.5967619117412692,0.9966101694915255
14,3669446249,isospectral_orientation,1,0.23224052017170282,0.6946440763231645,0.6035982349035989,0.9296610169491526
14,3669446249,isospectral_orientation,2,0.2414218238198238,0.6948341023984951,0.5893327545457123,0.9093220338983051
14,3669446249,isospectral_orientation,3,0.23711660397583834,0.7226614112240495,0.6186232182160237,0.976271186440678
14,3669446249,isospectral_orientation,4,0.24279436175823943,0.6800336437130561,0.6162350064734409,0.9847457627118644
14,3669446249,isospectral_orientation,5,0.24204939744990617,0.6729902383780317,0.614831760196618,0.9923728813559322
14,3669446249,symmetric_radius_matched,6,0.2948749147548374,0.9563072595847463,0.6066957188795171,0.9338983050847458
14,3669446249,symmetric_radius_matched,7,0.4419604391270636,0.9538499903394272,0.6212758668887008,0.8915254237288136
14,3669446249,symmetric_radius_matched,8,0.34609008562280186,0.9604460222127881,0.596606100813593,0.976271186440678
14,3669446249,symmetric_radius_matched,9,0.3082595407281462,0.94828458847145,0.6117633186734224,0.9254237288135593
14,3669446249,symmetric_radius_matched,10,0.4102316084886345,0.9492688043038079,0.5777557671070875,0.847457627118644
14,3669446249,symmetric_radius_matched,11,0.37097727347248277,0.9473936220951422,0.5411236886707151,0.9008474576271186
14,3669446249,FIN,-1,0.2442710612820208,0.7020356616392751,0.6158288553475048,0.7635593220338983
15,1766824894,isospectral_orientation,0,0.25359803116685486,0.7052306537248285,0.6415140199904925,0.9923728813559322
15,1766824894,isospectral_orientation,1,0.2401132058710006,0.6263326896331036,0.6368720138795547,0.9796610169491525
15,1766824894,isospectral_orientation,2,0.24492286783011907,0.6934999618437687,0.6461271149812118,0.9991525423728813
15,1766824894,isospectral_orientation,3,0.2528282722711005,0.7148201898251201,0.6490416670132566,0.9550847457627119
15,1766824894,isospectral_orientation,4,0.23970660687680434,0.6927464731906725,0.6259902997980109,0.9822033898305085
15,1766824894,isospectral_orientation,5,0.2376845207981383,0.6726960830020239,0.6228438732943483,0.9542372881355933
15,1766824894,symmetric_radius_matched,6,0.4657286758590282,0.9569847751690368,0.6290861198581617,0.8491525423728814
15,1766824894,symmetric_radius_matched,7,0.5917252451863829,0.9713867548337078,0.6424753694478911,0.8330508474576271
15,1766824894,symmetric_radius_matched,8,0.5793485552207721,0.9578101022639666,0.6166684018118753,0.8423728813559322
15,1766824894,symmetric_radius_matched,9,0.3887220526140508,0.9576910384002209,0.6110401233707745,0.9254237288135593
15,1766824894,symmetric_radius_matched,10,0.6877401314634881,0.9597120064510953,0.6411798569930658,0.9983050847457627
15,1766824894,symmetric_radius_matched,11,0.5257859280100524,0.95509621638738,0.6625594961469503,0.7627118644067796
15,1766824894,FIN,-1,0.24666298767221284,0.7022647916189808,0.6475631861375423,0.7788135593220339
16,2693456709,isospectral_orientation,0,0.25272258721755114,0.7003310446354547,0.5911294447335507,0.9737288135593221
