dynamics,nominal_time,preparation_vertex,robust_tv_5pct,median_tv,minimum_tv,maximum_tv,optimized_legacy_scale
wave,0.12184757965130938,3,0.005133184303745107,0.005247072158838413,0.005104895022484755,0.005484599675226387,0.13044237640961015
wave,0.12184757965130938,4,0.0050895639861590165,0.005260033615933331,0.005033594598653105,0.005437784455570369,0.13044237640961015
wave,0.12184757965130938,5,0.005127712272060837,0.005259594478180994,0.005098177841556408,0.0054898480453369446,0.13044237640961015
wave,0.12184757965130938,6,0.005135504080563475,0.005254792902711731,0.00509849619654156,0.005569103455995469,0.13044237640961015
wave,0.12184757965130938,7,0.005113619007575815,0.0052691445920247035,0.005086343248261112,0.005459236792231142,0.13044237640961015
wave,0.12184757965130938,8,0.005109213543292727,0.005260856217987242,0.00508039057890771,0.005512761679554088,0.13044237640961015
wave,0.12184757965130938,9,0.005108087569105298,0.005238712047331746,0.005079322480514408,0.005453898132473613,0.13044237640961015
wave,0.12184757965130938,10,0.005153273779199244,0.00526836346640543,0.0050685459117991325,0.005517863999646253,0.13044237640961015
wave,0.12184757965130938,11,0.005095005321088129,0.005258236789859202,0.005055021335272934,0.005514762816261509,0.13044237640961015
wave,0.14885842809008706,0,0.007613916538682047,0.00782537983391167,0.007547428847531166,0.008226470130254713,0.13044237640961015
wave,0.14885842809008706,1,0.007596669414154805,0.007841897701995804,0.007561468764264033,0.00820266272002355,0.13044237640961015
wave,0.14885842809008706,2,0.00763188646919011,0.007837495424663733,0.0075925226357433226,0.008140192893478048,0.13044237640961015
wave,0.14885842809008706,3,0.007641086816653164,0.00781004260798172,0.007599218033010827,0.008163574245781579,0.13044237640961015
wave,0.14885842809008706,4,0.007576220766818878,0.007829716192208807,0.007493190958429514,0.008093917992927652,0.13044237640961015
wave,0.14885842809008706,5,0.007632869322238517,0.007829050797261042,0.00758872157993446,0.008171218248449434,0.13044237640961015
wave,0.14885842809008706,6,0.00764419794171636,0.00782189892251705,0.007589268980428584,0.008288978933783206,0.13044237640961015
wave,0.14885842809008706,7,0.007611926599557871,0.007843217386455255,0.0075713704580002445,0.008125460189175444,0.13044237640961015
wave,0.14885842809008706,8,0.00760574342852693,0.007830836350088782,0.007562430716755797,0.008205589361511695,0.13044237640961015
wave,0.14885842809008706,9,0.007603733395901026,0.007798003744994059,0.007560667544596289,0.008117695150984263,0.13044237640961015
wave,0.14885842809008706,10,0.007671185534437439,0.007841994661348082,0.00754490657215954,0.008212755188595915,0.13044237640961015
wave,0.14885842809008706,11,0.007584581666529312,0.00782703176232142,0.007524994840038958,0.008208150875873971,0.13044237640961015
wave,0.18185696980492713,0,0.01131919196271811,0.011632703375196845,0.011220478379742192,0.012228337454105476,0.13044237640961015
wave,0.18185696980492713,1,0.011293458841185756,0.011657607757391813,0.011241587805118351,0.012193453948129082,0.13044237640961015
wave,0.18185696980492713,2,0.011345352450772653,0.011650169807258384,0.011287138840252252,0.012099354538709271,0.13044237640961015
wave,0.18185696980492713,3,0.011359501505329116,0.011609403326886175,0.011297794410930005,0.012134877005395941,0.13044237640961015
wave,0.18185696980492713,4,0.011263215787395163,0.011639500678055968,0.011140411237018193,0.01203139311499265,0.13044237640961015
wave,0.18185696980492713,5,0.011347125127567186,0.011638477754414088,0.011281087340152096,0.012145867490381046,0.13044237640961015
wave,0.18185696980492713,6,0.011363367791622631,0.01162783559233788,0.011282062709829038,0.012320454337274432,0.13044237640961015
wave,0.18185696980492713,7,0.01131607112851792,0.011659428495599509,0.01125588000874401,0.01207741746295739,0.13044237640961015
wave,0.18185696980492713,8,0.01130771042412985,0.01164092702915595,0.011242415274932591,0.01219754656059896,0.13044237640961015
wave,0.18185696980492713,9,0.011303981202174084,0.011592240442113867,0.011239409680358498,0.0120662768622108,0.13044237640961015
wave,0.18185696980492713,10,0.011404678291095314,0.01165747752883476,0.011216602315286968,0.012207248123868643,0.13044237640961015
wave,0.18185696980492713,11,0.011276224495129628,0.011635480715627183,0.011187489786817141,0.012200428711578858,0.13044237640961015
wave,0.22217054076787307,0,0.016795074369782975,0.01725835028711134,0.01664889308937951,0.018140703064268286,0.13044237640961015
