row_type,cell,a_lower,a_upper,first_lower,first_upper,second_lower,second_upper,root_width,objective_lower,objective_upper,numerical_objective,left_derivative_lower,right_derivative_upper,maximum_second_derivative_upper
curvature_cell,93,0.22397089004516602,0.22403621673583984,0.013800059532400861,0.015290636939320522,-3.962953247147986,-3.9450020827444843,,,,,,,
curvature_cell,94,0.22403621673583984,0.22410154342651367,0.013541913294577072,0.015032208607640167,-3.962558941403356,-3.944612326753432,,,,,,,
curvature_cell,95,0.22410154342651367,0.2241668701171875,0.013283792542353885,0.014773805967144284,-3.962165300985219,-3.944223227993158,,,,,,,
curvature_cell,96,0.2241668701171875,0.22423219680786133,0.013025697232624435,0.014515428974558835,-3.9617723256225985,-3.9438347861975465,,,,,,,
curvature_cell,97,0.22423219680786133,0.22429752349853516,0.012767627322300466,0.01425707758662745,-3.9613800150451333,-3.9434470011011165,,,,,,,
curvature_cell,98,0.22429752349853516,0.22436285018920898,0.012509582768309309,0.013998751760111576,-3.9609883689831293,-3.9430598724389982,,,,,,,
curvature_cell,99,0.22436285018920898,0.2244281768798828,0.01225156352759643,0.01374045145179033,-3.960597387167507,-3.9426733999469454,,,,,,,
curvature_cell,100,0.2244281768798828,0.22449350357055664,0.011993569557124965,0.013482176618460047,-3.9602070693298246,-3.942287583361336,,,,,,,
curvature_cell,101,0.22449350357055664,0.22455883026123047,0.011735600813874715,0.01322392721693426,-3.959817415202276,-3.9419024224191754,,,,,,,
curvature_cell,102,0.22455883026123047,0.2246241569519043,0.01147765725484287,0.012965703204044778,-3.959428424517692,-3.9415179168580745,,,,,,,
curvature_cell,103,0.2246241569519043,0.22468948364257812,0.011219738837043787,0.01270750453663977,-3.959040097009525,-3.9411340664162826,,,,,,,
curvature_cell,104,0.22468948364257812,0.22475481033325195,0.010961845517509226,0.012449331171585644,-3.958652432411874,-3.94075087083265,,,,,,,
curvature_cell,105,0.22475481033325195,0.22482013702392578,0.010703977253287754,0.01219118306576568,-3.958265430459458,-3.94036832984667,,,,,,,
curvature_cell,106,0.22482013702392578,0.2248854637145996,0.010446134001444935,0.011933060176080342,-3.957879090887633,-3.9399864431984315,,,,,,,
curvature_cell,107,0.2248854637145996,0.22495079040527344,0.010188315719063255,0.011674962459447132,-3.9574934134323834,-3.939605210628657,,,,,,,
curvature_cell,108,0.22495079040527344,0.22501611709594727,0.009930522363242945,0.011416889872801457,-3.957108397830324,-3.9392246318786817,,,,,,,
curvature_cell,109,0.22501611709594727,0.2250814437866211,0.009672753891100323,0.01115884237309535,-3.956724043818699,-3.9388447066904586,,,,,,,
curvature_cell,110,0.2250814437866211,0.22514677047729492,0.009415010259768567,0.010900819917297815,-3.956340351135386,-3.9384654348065546,,,,,,,
curvature_cell,111,0.22514677047729492,0.22521209716796875,0.009157291426398413,0.01064282246239501,-3.9559573195188853,-3.9380868159701605,,,,,,,
curvature_cell,112,0.22521209716796875,0.22527742385864258,0.008899597348156594,0.010384849965390507,-3.9555749487083323,-3.937708849925074,,,,,,,
curvature_cell,113,0.22527742385864258,0.2253427505493164,0.00864192798222761,0.010126902383304328,-3.955193238443476,-3.937331536415719,,,,,,,
curvature_cell,114,0.2253427505493164,0.22540807723999023,0.00838428328581113,0.00986897967317381,-3.9548121884647176,-3.9369548751871197,,,,,,,
curvature_cell,115,0.22540807723999023,0.22547340393066406,0.008126663216125372,0.009611081792052932,-3.954431798513054,-3.936578865984935,,,,,,,
curvature_cell,116,0.22547340393066406,0.2255387306213379,0.00786906773040384,0.009353208697012423,-3.9540520683301374,-3.936203508555417,,,,,,,
curvature_cell,117,0.2255387306213379,0.22560405731201172,0.007611496785897092,0.009095360345139915,-3.9536729976582197,-3.935828802645449,,,,,,,
curvature_cell,118,0.22560405731201172,0.22566938400268555,0.007353950339872627,0.008837536693540234,-3.9532945862401982,-3.9354547480025164,,,,,,,
curvature_cell,119,0.22566938400268555,0.22573471069335938,0.00709642834961345,0.008579737699334152,-3.9529168338195886,-3.9350813443747135,,,,,,,
curvature_cell,120,0.22573471069335938,0.2258000373840332,0.006838930772420092,0.008321963319660218,-3.9525397401405264,-3.934708591510764,,,,,,,
curvature_cell,121,0.2258000373840332,0.22586536407470703,0.006581457565609058,0.008064213511672082,-3.952163304947772,-3.934336489159992,,,,,,,
curvature_cell,122,0.22586536407470703,0.22593069076538086,0.006324008686513337,0.00780648823254139,-3.9517875279867156,-3.933965037072325,,,,,,,
curvature_cell,123,0.22593069076538086,0.2259960174560547,0.006066584092482049,0.007548787439456237,-3.951412409003368,-3.933594234998314,,,,,,,
curvature_cell,124,0.2259960174560547,0.22606134414672852,0.005809183740881226,0.007291111089620204,-3.951037947744353,-3.933224082689119,,,,,,,
curvature_cell,125,0.22606134414672852,0.22612667083740234,0.005551807589092488,0.007033459140254037,-3.950664143956925,-3.932854579896506,,,,,,,
curvature_cell,126,0.22612667083740234,0.22619199752807617,0.005294455594514274,0.006775831548595125,-3.9502909973889593,-3.9324857263728523,,,,,,,
curvature_cell,127,0.22619199752807617,0.22625732421875,0.0050371277145609536,0.006518228271896993,-3.949918507788952,-3.9321175218711404,,,,,,,
curvature_cell,128,0.22625732421875,0.22632265090942383,0.004779823906662649,0.006260649267429392,-3.949546674906017,-3.9317499661449653,,,,,,,
curvature_cell,129,0.22632265090942383,0.22638797760009766,0.004522544128266483,0.006003094492478892,-3.94917549848989,-3.9313830589485295,,,,,,,
curvature_cell,130,0.22638797760009766,0.22645330429077148,0.004265288336835204,0.005745563904347496,-3.9488049782909234,-3.9310168000366437,,,,,,,
curvature_cell,131,0.22645330429077148,0.2265186309814453,0.004008056489847172,0.00548805746035476,-3.948435114060095,-3.9306511891647156,,,,,,,
curvature_cell,132,0.2265186309814453,0.22658395767211914,0.0037508485447978047,0.005230575117835049,-3.948065905548994,-3.930286226088777,,,,,,,
curvature_cell,133,0.22658395767211914,0.22664928436279297,0.003493664459197451,0.004973116834139466,-3.9476973525098287,-3.9299219105654584,,,,,,,
curvature_cell,134,0.22664928436279297,0.2267146110534668,0.003236504190572975,0.004715682566635488,-3.947329454695432,-3.9295582423519875,,,,,,,
curvature_cell,135,0.2267146110534668,0.22677993774414062,0.002979367696466589,0.00445827227270651,-3.946962211859242,-3.9291952212062067,,,,,,,
curvature_cell,136,0.22677993774414062,0.22684526443481445,0.0027222549344372844,0.004200885909752054,-3.9465956237553246,-3.9288328468865594,,,,,,,
curvature_cell,137,0.22684526443481445,0.22691059112548828,0.0024651658620590123,0.0039435234351869195,-3.946229690138356,-3.928471119152101,,,,,,,
curvature_cell,138,0.22691059112548828,0.2269759178161621,0.0022081004369214337,0.0036861848064431856,-3.9458644107636354,-3.928110037762473,,,,,,,
curvature_cell,139,0.2269759178161621,0.22704124450683594,0.0019510586166308767,0.003428869980967198,-3.945499785387058,-3.927749602477945,,,,,,,
curvature_cell,140,0.22704124450683594,0.22710657119750977,0.0016940403588081158,0.0031715789162233975,-3.9451358137651593,-3.927389813059363,,,,,,,
curvature_cell,141,0.22710657119750977,0.2271718978881836,0.001437045621090621,0.0029143115696895487,-3.944772495655073,-3.927030669268196,,,,,,,
curvature_cell,142,0.2271718978881836,0.22723722457885742,0.0011800743611311835,0.0026570678988609574,-3.944409830814543,-3.9266721708665133,,,,,,,
curvature_cell,143,0.22723722457885742,0.22730255126953125,0.0009231265365975265,0.002399847861248056,-3.944047819001947,-3.926314317616971,,,,,,,
curvature_cell,144,0.22730255126953125,0.22736787796020508,0.0006662021051733329,0.0021426514143776947,-3.9436864599762607,-3.925957109282833,,,,,,,
curvature_cell,145,0.22736787796020508,0.2274332046508789,0.000409301024558481,0.001885478515791267,-3.9433257534970685,-3.9256005456279746,,,,,,,
curvature_cell,146,0.2274332046508789,0.22749853134155273,0.0001524232524669766,0.0016283291230461963,-3.942965699324573,-3.9252446264168666,,,,,,,
curvature_cell,147,0.22749853134155273,0.22756385803222656,-0.00010443125337078475,0.001371203193716239,-3.9426062972195948,-3.924889351414565,,,,,,,
curvature_cell,148,0.22756385803222656,0.2276291847229004,-0.0003612625352091004,0.0011141006853896548,-3.9422475469435514,-3.92453472038675,,,,,,,
curvature_cell,149,0.2276291847229004,0.22769451141357422,-0.0006180706352877792,0.0008570215556713835,-3.941889448258487,-3.9241807330996776,,,,,,,
curvature_cell,150,0.22769451141357422,0.22775983810424805,-0.0008748555958303512,0.0005999657621805627,-3.9415320009270416,-3.923827389320216,,,,,,,
curvature_cell,151,0.22775983810424805,0.22782516479492188,-0.0011316174590457614,0.0003429332625531912,-3.9411752047124753,-3.923474688815827,,,,,,,
curvature_cell,152,0.22782516479492188,0.2278904914855957,-0.0013883562671273,8.592401443888177e-05,-3.9408190593786543,-3.9231226313545724,,,,,,,
curvature_cell,153,0.2278904914855957,0.22795581817626953,-0.0016450720622531586,-0.00017106202449547467,-3.9404635646900457,-3.9227712167051143,,,,,,,
curvature_cell,154,0.22795581817626953,0.22802114486694336,-0.0019017648865864714,-0.0004280248965690541,-3.94010872041174,-3.9224204446366993,,,,,,,
curvature_cell,155,0.22802114486694336,0.2280864715576172,-0.002158434782275565,-0.0006849646440852812,-3.9397545263094265,-3.922070314919185,,,,,,,
curvature_cell,156,0.2280864715576172,0.22815179824829102,-0.0024150817914535137,-0.0009418813093316907,-3.9394009821494067,-3.9217208273230164,,,,,,,
curvature_cell,157,0.22815179824829102,0.22821712493896484,-0.0026717059562380023,-0.0011987749345819668,-3.93904808769858,-3.921371981619236,,,,,,,
curvature_cell,158,0.22821712493896484,0.22828245162963867,-0.002928307318732504,-0.0014556455620933215,-3.938695842724466,-3.9210237775794803,,,,,,,
curvature_cell,159,0.22828245162963867,0.2283477783203125,-0.003184885921024464,-0.001712493234108589,-3.938344246995181,-3.9206762149759857,,,,,,,
curvature_cell,160,0.2283477783203125,0.22841310501098633,-0.003441441805187504,-0.0019693179928552125,-3.937993300279451,-3.920329293581578,,,,,,,
curvature_cell,161,0.22841310501098633,0.22847843170166016,-0.0036979750132801336,-0.0022261198805459954,-3.9376430023466074,-3.919983013169676,,,,,,,
curvature_cell,162,0.22847843170166016,0.22854375839233398,-0.003954485587345361,-0.002482898939377975,-3.937293352966583,-3.919637373514296,,,,,,,
curvature_cell,163,0.22854375839233398,0.2286090850830078,-0.004210973569412289,-0.0027396552115338947,-3.9369443519099208,-3.9192923743900434,,,,,,,
curvature_cell,164,0.2286090850830078,0.22867441177368164,-0.0044674390014946145,-0.0029963887391813017,-3.936595998947765,-3.918948015572126,,,,,,,
curvature_cell,165,0.22867441177368164,0.22873973846435547,-0.00472388192559195,-0.0032530995644729633,-3.9362482938518646,-3.918604296836328,,,,,,,
curvature_cell,166,0.22873973846435547,0.2288050651550293,-0.004980302383688643,-0.003509787729546673,-3.9359012363945696,-3.9182612179590417,,,,,,,
curvature_cell,167,0.2288050651550293,0.22887039184570312,-0.005236700417754842,-0.0037664532765253745,-3.9355548263488367,-3.9179187787172345,,,,,,,
curvature_cell,168,0.22887039184570312,0.22893571853637695,-0.005493076069745918,-0.0040230962475171625,-3.9352090634882244,-3.917576978888476,,,,,,,
curvature_cell,169,0.22893571853637695,0.22900104522705078,-0.005749429381602612,-0.004279716684615852,-3.9348639475868867,-3.9172358182509295,,,,,,,
curvature_cell,170,0.22900104522705078,0.2290663719177246,-0.006005760395251789,-0.004536314629900103,-3.9345194784195905,-3.916895296583336,,,,,,,
curvature_cell,171,0.2290663719177246,0.22913169860839844,-0.006262069152604633,-0.004792890125433837,-3.934175655761695,-3.916555413665035,,,,,,,
curvature_cell,172,0.22913169860839844,0.22919702529907227,-0.0065183556955589065,-0.005049443213266862,-3.9338324793891655,-3.916216169275955,,,,,,,
curvature_cell,173,0.22919702529907227,0.2292623519897461,-0.00677462006599762,-0.005305973935434068,-3.933489949078563,-3.9158775631966143,,,,,,,
curvature_cell,174,0.2292623519897461,0.22932767868041992,-0.007030862305789643,-0.005562482333955939,-3.933148064607059,-3.915539595208112,,,,,,,
curvature_cell,175,0.22932767868041992,0.22939300537109375,-0.007287082456789094,-0.005818968450838068,-3.9328068257524094,-3.9152022650921445,,,,,,,
curvature_cell,176,0.22939300537109375,0.22945833206176758,-0.007543280560836586,-0.006075432328072074,-3.9324662322929784,-3.9148655726309918,,,,,,,
curvature_cell,177,0.22945833206176758,0.2295236587524414,-0.007799456659757357,-0.006331874007634879,-3.9321262840077296,-3.9145295176075208,,,,,,,
curvature_cell,178,0.2295236587524414,0.22958898544311523,-0.008055610795363379,-0.006588293531489291,-3.9317869806762205,-3.9141940998051896,,,,,,,
curvature_cell,179,0.22958898544311523,0.22965431213378906,-0.008311743009452423,-0.006844690941583464,-3.931448322078614,-3.9138593190080386,,,,,,,
