uses,survival,coherence,fraction_of_ideal_threshold,time,product_lower,GHZ_lower,winner,advantage
2,0.9,0.9,1.0,0.35981850700269463,0.7255646392412765,0.6561000000000001,product,0.06946463924127633
2,0.9,1.0,0.25,0.08995462675067366,0.25645813034047804,0.30997358021572274,GHZ,0.0535154498752447
2,0.9,1.0,0.5,0.17990925350134732,0.4908973782825057,0.5727564927611035,GHZ,0.08185911447859784
2,0.9,1.0,0.75,0.26986388025202096,0.6852502774831298,0.7483424213341423,GHZ,0.06309214385101247
2,0.9,1.0,1.0,0.35981850700269463,0.8287597976789739,0.81,product,0.018759797678973844
2,1.0,0.5,0.25,0.08995462675067366,0.10864293215883514,0.09567085809127245,product,0.012972074067562692
2,1.0,0.5,0.5,0.17990925350134732,0.21077037825956846,0.17677669529663687,product,0.03399368296293159
2,1.0,0.5,0.75,0.26986388025202096,0.30083441073518113,0.23096988312782168,product,0.06986452760735945
2,1.0,0.5,1.0,0.35981850700269463,0.375,0.25,product,0.125
2,1.0,0.7,0.25,0.08995462675067366,0.16565015020932966,0.18751488185889398,GHZ,0.021864731649564317
2,1.0,0.7,0.5,0.17990925350134732,0.31901620430519806,0.3464823227814082,GHZ,0.027466118476210166
2,1.0,0.7,0.75,0.26986388025202096,0.44997455632614863,0.45270097093053047,GHZ,0.0027264146043818327
2,1.0,0.7,1.0,0.35981850700269463,0.5522906843320826,0.48999999999999994,product,0.06229068433208268
2,1.0,0.9,0.25,0.08995462675067366,0.23420011622727074,0.30997358021572274,GHZ,0.075773463988452
2,1.0,0.9,0.5,0.17990925350134732,0.4479221512935572,0.5727564927611035,GHZ,0.1248343414675463
2,1.0,0.9,0.75,0.26986388025202096,0.6245136546018832,0.7483424213341423,GHZ,0.12382876673225907
2,1.0,0.9,1.0,0.35981850700269463,0.7543374576408095,0.81,GHZ,0.05566254235919055
2,1.0,1.0,0.25,0.08995462675067366,0.27326157083651226,0.3826834323650898,GHZ,0.10942186152857752
2,1.0,1.0,0.5,0.17990925350134732,0.521005383279987,0.7071067811865475,GHZ,0.18610139790656044
2,1.0,1.0,0.75,0.26986388025202096,0.722527945110619,0.9238795325112867,GHZ,0.20135158740066772
2,1.0,1.0,1.0,0.35981850700269463,0.8660254037844387,1.0,GHZ,0.1339745962155613
3,0.5,0.5,0.25,0.059969751167115774,0.06417191989265797,0.005979428630704528,product,0.058192491261953444
3,0.5,0.5,0.5,0.11993950233423155,0.12684250918317733,0.011048543456039804,product,0.11579396572713752
3,0.5,0.5,0.75,0.17990925350134732,0.1865972690379577,0.014435617695488855,product,0.17216165134246886
3,0.5,0.5,1.0,0.2398790046684631,0.24218475260828556,0.015625,product,0.22655975260828556
3,0.5,0.7,0.25,0.059969751167115774,0.09383247562299962,0.01640755216265322,product,0.0774249234603464
3,0.5,0.7,0.5,0.11993950233423155,0.18496019467581845,0.030317203243373215,product,0.15464299143244523
3,0.5,0.7,0.75,0.17990925350134732,0.2708888553071196,0.03961133495642141,product,0.23127752035069818
3,0.5,0.7,1.0,0.2398790046684631,0.34951842978980885,0.04287499999999999,product,0.30664342978980885
