coherence,survival,threshold_fraction,time,optimized_one_use_lower,extremal_two_mode_lower,active_modes,probabilities
0.6,0.8,0.5,0.1691357278482996,0.33941125496954294,0.33941125496954294,2,"[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.6,0.8,1.0,0.3382714556965992,0.4800000000000001,0.4800000000000001,2,"[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.6,1.0,0.5,0.1691357278482996,0.4242640687119287,0.4242640687119287,2,"[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.6,1.0,1.0,0.3382714556965992,0.6000000000000001,0.6000000000000001,2,"[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.8,0.8,0.5,0.1691357278482996,0.4525483399593906,0.4525483399593906,2,"[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.8,0.8,1.0,0.3382714556965992,0.6400000000000002,0.6400000000000002,2,"[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.8,1.0,0.5,0.1691357278482996,0.5656854249492382,0.5656854249492382,2,"[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.8,1.0,1.0,0.3382714556965992,0.8000000000000003,0.8000000000000003,2,"[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
