row_type,omega,phi,beta,eta,score,all_pass,index,normalized_distance_from_frozen
local_perturbation,0.17461624204588028,0.1624999999999998,1.0,1.8,2.678360221248346,False,109,1.8556263256866203
local_perturbation,0.17975003155212702,0.1624999999999998,1.0,1.7706670228917525,2.664670360805563,False,110,1.240062175426132
local_perturbation,0.1890010391906776,0.1624999999999998,1.0,1.8,2.0490450633530872,True,111,0.5418398651129327
local_perturbation,0.18649815343727333,0.1547381772813981,1.0,1.8,1.863925298539953,True,112,0.4488788984254726
local_perturbation,0.18467537194350153,0.15145778739404514,0.9343045048730693,1.7761265991893695,2.9549437070372155,False,113,2.0707006568784054
local_perturbation,0.18466849697854007,0.1624999999999998,0.9815484116457754,1.8,1.9032670438189692,True,114,0.5571514004783152
local_perturbation,0.17140637833665898,0.1624999999999998,0.981368554386556,1.728918087112205,5.633739255875124,False,115,3.0259307062066214
local_perturbation,0.19276493379611462,0.15707182942606637,0.9890296546310425,1.7703653366685785,1.978142522799998,True,116,1.450859507753804
local_perturbation,0.19657877013646072,0.1624999999999998,0.9794908233408429,1.783279477601389,2.272906007149029,True,117,1.9430358779029866
local_perturbation,0.1843726683857451,0.15504723852493418,0.9626134958027195,1.748756719798127,3.271579542765343,False,118,1.7338739086927
local_perturbation,0.18044999944480494,0.15300140994246036,0.971402614380205,1.8,2.4052187936411737,True,119,1.3139044970250324
local_perturbation,0.18424417883795235,0.1624999999999998,1.0,1.7555852213928405,2.59710099644863,False,120,1.1383788417372072
local_perturbation,0.1850190107467792,0.15207073326720355,0.9695935869074871,1.8,2.0896819352231373,True,121,1.0513259436057845
local_perturbation,0.18230775518867126,0.14621557848948724,0.9389600604069441,1.7682469669229266,3.5250516195253923,False,122,2.1952890085201915
local_perturbation,0.19797430574676916,0.1624999999999998,1.0,1.7903414253029923,2.50773751639291,True,123,2.0516431927779215
local_perturbation,0.17603188506629885,0.14461568815530274,0.9947730857458226,1.7590968603258135,4.048002956818662,False,124,2.1629929635903387
local_perturbation,0.20244302727829477,0.1624999999999998,1.0,1.7949806408364122,2.924552145890068,False,125,2.7849996207768943
local_perturbation,0.1880741263141918,0.1624999999999998,1.0,1.749498727924262,2.4577235334479366,True,126,1.320617268898257
local_perturbation,0.1873944154136572,0.14197870298780882,0.9849055489660369,1.8,1.9523742664760018,True,127,1.2493486613798273
local_perturbation,0.18320620369671373,0.1624999999999998,0.9642859286024048,1.779305770445994,2.508708318991891,True,128,1.2200920029383648
local_perturbation,0.1933804023377239,0.13584604254915714,1.0,1.8,2.0330133696031325,True,129,1.9519227670722252
local_perturbation,0.1826610768382945,0.1624999999999998,0.9923832914556324,1.8,1.9217732505451253,True,130,0.5589264223696644
local_perturbation,0.1959747338638175,0.1624999999999998,1.0,1.7838393735485985,2.300378961985826,True,131,1.7513599013828716
local_perturbation,0.18827178808734657,0.1624999999999998,0.9648749624837502,1.7853565326582799,2.0608872944865744,True,132,1.1479667436806877
local_perturbation,0.19103055352533138,0.127991117126388,0.9800612393564966,1.8,1.9607027638633034,True,133,2.185085690515468
