times,minimum_fisher_eigenvalue,condition_number,cramer_rao_sd_log_scale,cramer_rao_sd_quadratic_clock,cramer_rao_sd_cubic_clock
"[0.05, 0.2590909090909091, 0.3636363636363636, 0.46818181818181814]",1.486275697646863,5495.476185534857,0.06270039734051194,0.4305064713982874,0.7023467204629722
"[0.05, 0.2590909090909091, 0.3636363636363636, 0.5727272727272728]",3.1965277534372203,2713.0817181136567,0.05893719082229618,0.3405619328628623,0.44507210580423745
"[0.05, 0.2590909090909091, 0.3636363636363636, 0.6772727272727272]",4.987458404237317,1839.625209350577,0.05684702694680753,0.2989135682411939,0.33245642356414
"[0.05, 0.2590909090909091, 0.3636363636363636, 0.7818181818181819]",6.732210714803958,1442.46082112038,0.05546104699536395,0.2740817379560768,0.2682872884259809
"[0.05, 0.2590909090909091, 0.3636363636363636, 0.8863636363636364]",8.394847300996299,1228.9626386464022,0.05445851853157464,0.2572356018060247,0.22608935160294524
"[0.05, 0.2590909090909091, 0.3636363636363636, 0.9909090909090909]",9.959351837409622,1107.6264372688665,0.05369478718149731,0.24492752434486745,0.19590729462230014
"[0.05, 0.2590909090909091, 0.3636363636363636, 1.0954545454545455]",11.418861342926613,1041.443170502953,0.05309192049516255,0.23549102112181788,0.17311020070754998
"[0.05, 0.2590909090909091, 0.3636363636363636, 1.2]",12.77242083654736,1012.7547924072777,0.052603267090684885,0.22800440161191163,0.15521937812074404
"[0.05, 0.2590909090909091, 0.46818181818181814, 0.5727272727272728]",2.661154032689436,3486.0517448433293,0.0588021415584584,0.362972097328832,0.49545010908256676
"[0.05, 0.2590909090909091, 0.46818181818181814, 0.6772727272727272]",5.579761401458031,1758.7237160332354,0.05336484117272475,0.27829646911903433,0.3191064309225167
"[0.05, 0.2590909090909091, 0.46818181818181814, 0.7818181818181819]",8.968256028909572,1157.4445159355212,0.050434556446699204,0.23627692538056483,0.23445004949203788
"[0.05, 0.2590909090909091, 0.46818181818181814, 0.8863636363636364]",12.38443021998739,889.1682172995786,0.048598136480308314,0.21177329328933361,0.18651338290937788
"[0.05, 0.2590909090909091, 0.46818181818181814, 0.9909090909090909]",15.674688434312845,749.1873222462038,0.04731642371211192,0.19558314419613393,0.15563139390240707
"[0.05, 0.2590909090909091, 0.46818181818181814, 1.0954545454545455]",18.785124429707864,671.2937226350548,0.04636037078909515,0.18398651311166372,0.1339560737309547
