incumbent_a,incumbent_lower,global_upper,optimality_gap,maximizer_lower,maximizer_upper,evaluated_boxes,terminal_boxes
0.227692,0.46327828319203235,0.4642707484333634,0.0009924652413310642,0.1484375,0.28125,148,149
