time,half_diamond_distance,diamond_norm,perfectly_distinguishable,legacy_scale
0.25998687400233056,0.5375167315744619,1.0750334631489238,False,0.13044237640961015
0.27500914534957493,0.5648731422750066,1.1297462845500132,False,0.13044237640961015
0.2908994168114259,0.5931486862623865,1.186297372524773,False,0.13044237640961015
0.30770784220161385,0.622280783179906,1.244561566359812,False,0.13044237640961015
0.3254874732655509,0.6521838278058429,1.3043676556116859,False,0.13044237640961015
0.3442944271253839,0.6827448725303152,1.3654897450606305,False,0.13044237640961015
0.3641880634001721,0.7138186907395799,1.4276373814791599,False,0.13044237640961015
0.38523117156022396,0.7452221716899683,1.4904443433799366,False,0.13044237640961015
0.40749016910693336,0.776728007917391,1.553456015834782,False,0.13044237640961015
0.4310353112036225,0.8080576540613773,1.6161153081227546,False,0.13044237640961015
0.4559409124190388,0.8388735638832368,1.6777471277664735,False,0.13044237640961015
0.4822855812833891,0.8687707536669577,1.7375415073339153,False,0.13044237640961015
0.510152468397227,0.897267799426376,1.794535598852752,False,0.13044237640961015
0.5396295288762916,0.9237974577226448,1.8475949154452895,False,0.13044237640961015
0.5708097999606411,0.9476972118333359,1.8953944236666718,False,0.13044237640961015
0.6037916946642876,0.9682001940254796,1.9364003880509593,False,0.13044237640961015
0.6386793123921661,0.9844271292630465,1.968854258526093,False,0.13044237640961015
0.675582767504829,0.9953801949265447,1.9907603898530895,False,0.13044237640961015
0.7146185368678964,0.9999400039953745,1.999880007990749,False,0.13044237640961015
0.755909827483222,1.0,2.0,True,0.13044237640961015
0.7995869653621129,1.0,2.0,True,0.13044237640961015
0.8457878068679874,1.0,2.0,True,0.13044237640961015
0.8946581738267736,1.0,2.0,True,0.13044237640961015
0.9463523137783751,1.0,2.0,True,0.13044237640961015
1.0010333868218697,1.0,2.0,True,0.13044237640961015
1.0588739805910554,1.0,2.0,True,0.13044237640961015
1.120056654985736,1.0,2.0,True,0.13044237640961015
1.1847745183780698,1.0,2.0,True,0.13044237640961015
1.2532318371126163,1.0,2.0,True,0.13044237640961015
1.3256446802238522,0.9973410548138405,1.994682109627681,False,0.13044237640961015
1.4022416014060166,0.9859351064008597,1.9718702128017194,False,0.13044237640961015
1.4832643603877897,0.985182663623537,1.970365327247074,False,0.13044237640961015
1.5689686859886378,0.9958115246103874,1.9916230492207747,False,0.13044237640961015
1.6596250832652142,0.9999814807092477,1.9999629614184955,False,0.13044237640961015
1.7555196872954153,1.0,2.0,True,0.13044237640961015
1.8569551662948074,1.0,2.0,True,0.13044237640961015
1.9642516769159477,1.0,2.0,True,0.13044237640961015
2.0777478747457154,1.0,2.0,True,0.13044237640961015
2.1978019831900912,1.0,2.0,True,0.13044237640961015
2.3247929241200462,1.0,2.0,True,0.13044237640961015
2.4591215138471245,1.0,2.0,True,0.13044237640961015
2.6012117282035883,1.0,2.0,True,0.13044237640961015
2.7515120407199762,1.0,2.0,True,0.13044237640961015
2.9104968381237657,1.0,2.0,True,0.13044237640961015
3.078667917626804,1.0,2.0,True,0.13044237640961015
3.2565560707272967,1.0,2.0,True,0.13044237640961015
3.444722758525325,1.0,2.0,True,0.13044237640961015
3.6437618838395207,1.0,2.0,True,0.13044237640961015
3.8543016657182485,1.0,2.0,True,0.13044237640961015
4.077006622261696,1.0,2.0,True,0.13044237640961015
4.312579668013144,1.0,2.0,True,0.13044237640961015
4.561764332539409,1.0,2.0,True,0.13044237640961015
4.825347107202767,1.0,2.0,True,0.13044237640961015
5.1041599275315015,1.0,2.0,True,0.13044237640961015
5.399082799023939,1.0,2.0,True,0.13044237640961015
5.711046574673818,1.0,2.0,True,0.13044237640961015
6.041035892983527,1.0,2.0,True,0.13044237640961015
6.390092285738289,1.0,2.0,True,0.13044237640961015
6.759317465350371,1.0,2.0,True,0.13044237640961015
7.149876802148858,1.0,2.0,True,0.13044237640961015
7.563003002590362,1.0,2.0,True,0.13044237640961015
8.0,1.0,2.0,True,0.13044237640961015
