incumbent_a,majorant_lower,majorant_global_upper,majorant_certificate_gap,original_certified_lower,original_full_simplex_upper_gap,maximizer_hull_lower,maximizer_hull_upper,evaluated_boxes,live_boxes,terminal_boxes
0.236328125,0.4656336192495863,0.4666305033804779,0.0009968841308916065,0.46327828319203235,0.003352220188445554,0.1796875,0.29296875,152,100,53
