experiment,time,control,completion_coordinate,estimated_derivative
passive,2.16,0.0,0.15039216516061066,-0.0516505746083612
passive,2.2,0.0,0.1483261421762762,-0.050035401141231006
passive,2.24,0.0,0.14632472613062697,-0.05835986509446778
passive,2.2800000000000002,0.0,0.14399033152684826,-0.04528924312268007
passive,2.32,0.0,0.14217876180194106,-0.052410927194444096
passive,2.36,0.0,0.1400823247141633,-0.04076270617068625
passive,2.4,0.0,0.13845181646733584,-0.05259895441455803
passive,2.44,0.0,0.13634785829075352,-0.03753303029038965
passive,2.48,0.0,0.13484653707913793,-0.05691464105299776
passive,2.52,0.0,0.13256995143701802,-0.03828797713283441
passive,2.56,0.0,0.13103843235170465,-0.05659879134014348
passive,2.6,0.0,0.1287744806980989,-0.03350199078267224
passive,2.64,0.0,0.12743440106679202,-0.04700378726847573
passive,2.68,0.0,0.125554249576053,-0.04355285408720773
passive,2.72,0.0,0.12381213541256468,-0.04161891401566441
passive,2.7600000000000002,0.0,0.1221473788519381,-0.04798455755532782
passive,2.8000000000000003,0.0,0.12022799654972499,-0.04424395716573076
passive,2.84,0.0,0.11845823826309576,-0.028759822521777847
passive,2.88,0.0,0.11730784536222465,-0.03925087543642791
passive,2.92,0.0,0.11573781034476753,-0.042034672311513574
passive,2.96,0.0,0.11405642345230699,-0.0407349465845315
passive,3.0,0.0,0.11242702558892573,-0.031145701357365024
passive,3.04,0.0,0.11118119753463113,-0.049041438931989034
passive,3.08,0.0,0.10921953997735157,-0.03332647981181373
passive,3.12,0.0,0.10788648078487902,-0.03742851467540449
passive,3.16,0.0,0.10638934019786284,-0.042246880274544873
passive,3.2,0.0,0.10469946498688104,-0.029980641530332267
passive,3.24,0.0,0.10350023932566775,-0.0280120212626276
passive,3.2800000000000002,0.0,0.10237975847516265,-0.03775233565251335
passive,3.3200000000000003,0.0,0.10086966504906211,-0.03284413367018908
passive,3.36,0.0,0.09955589970225455,-0.036616876143020366
passive,3.4,0.0,0.09809122465653373,-0.04051862997253644
passive,3.44,0.0,0.09647047945763228,-0.025860833864729815
passive,3.48,0.0,0.09543604610304308,-0.030655532104745947
passive,3.52,0.0,0.09420982481885325,-0.03738571024648335
passive,3.56,0.0,0.09271439640899391,-0.02324742496778026
passive,3.6,0.0,0.0917844994102827,-0.03367825119409279
passive,3.64,0.0,0.09043736936251899,-0.035743181669643104
passive,3.68,0.0,0.08900764209573327,-0.02191822551557837
passive,3.72,0.0,0.08813091307511013,-0.032023845927089956
passive,3.7600000000000002,0.0,0.08684995923802653,-0.029090602215638486
passive,3.8000000000000003,0.0,0.085686335149401,-0.031155383011714083
passive,3.84,0.0,0.08444011982893243,-0.02987462924893859
passive,3.88,0.0,0.08324513465897489,-0.02391716471943292
passive,3.92,0.0,0.08228844807019757,-0.024963087595945496
passive,3.96,0.0,0.08128992456635975,-0.02926786571320998
passive,4.0,0.0,0.08011920993783135,-0.02629182165739645
passive,4.04,0.0,0.07906753707153549,-0.029755803819738608
passive,4.08,0.0,0.07787730491874595,-0.0250487017349834
passive,4.12,0.0,0.07687535684934661,-0.02808899342959595
passive,4.16,0.0,0.07575179711216277,-0.02384793741587246
passive,4.2,0.0,0.07479787961552788,-0.027075578281269067
passive,4.24,0.0,0.07371485648427711,-0.028286696365449615
passive,4.28,0.0,0.07258338862965913,-0.02636456116924292
passive,4.32,0.0,0.07152880618288941,-0.01350541961876589
passive,4.36,0.0,0.07098858939813878,-0.01905011921431929
passive,4.4,0.0,0.070226584629566,-0.027513771202786544
passive,4.44,0.0,0.06912603378145454,-0.028382838478259106
passive,4.48,0.0,0.06799072024232418,-0.02317682409761733
passive,4.5200000000000005,0.0,0.06706364727841949,-0.015191072293361044
passive,4.5600000000000005,0.0,0.06645600438668504,-0.026349562792615452
passive,4.6000000000000005,0.0,0.06540202187498043,-0.025957046361654162
passive,4.64,0.0,0.06436374002051426,-0.01693995304883275
passive,4.68,0.0,0.06368614189856095,-0.01487382491573222
passive,4.72,0.0,0.06309118890193166,-0.020257079975598453
passive,4.76,0.0,0.06228090570290772,-0.020266946346989348
passive,4.8,0.0,0.06147022784902815,-0.020248000525460545
passive,4.84,0.0,0.06066030782800973,-0.024556161245414994
passive,4.88,0.0,0.05967806137819313,-0.01982062158391064
passive,4.92,0.0,0.0588852365148367,-0.024202406897871204
passive,4.96,0.0,0.05791714023892185,-0.011045998193158144
passive,5.0,0.0,0.05747530031119553,-0.028519246048100237
passive,5.04,0.0,0.05633453046927152,-0.011916877028425761
passive,5.08,0.0,0.05585785538813449,-0.01859913779671714
passive,5.12,0.0,0.0551138898762658,-0.019718034264619086
passive,5.16,0.0,0.05432516850568104,-0.01554087356343773
passive,5.2,0.0,0.05370353356314353,-0.02337935065645936
passive,5.24,0.0,0.052768359536885155,-0.010423539750259274
passive,5.28,0.0,0.052351417946874784,-0.019734682623940257
passive,5.32,0.0,0.051562030641917174,-0.024165934232479522
passive,5.36,0.0,0.05059539327261799,-0.0101688704626509
passive,5.4,0.0,0.05018863845411196,-0.011598255283500232
passive,5.44,0.0,0.04972470824277195,-0.028426297214603942
passive,5.48,0.0,0.04858765635418779,-0.012415335596250784
passive,5.5200000000000005,0.0,0.04809104293033776,-0.01452101739904451
passive,5.5600000000000005,0.0,0.04751020223437598,-0.014334746050924732
passive,5.6000000000000005,0.0,0.04693681239233899,-0.016941440886480107
passive,5.64,0.0,0.046259154756879785,-0.009525148103041274
passive,5.68,0.0,0.045878148832758134,-0.01790544418036697
passive,5.72,0.0,0.045161931065543455,-0.014505318865316169
passive,5.76,0.0,0.04458171831093081,-0.00639380569343144
passive,5.8,0.0,0.04432596608319355,-0.020528057356817946
passive,5.84,0.0,0.04350484378892083,-0.014302174642801153
passive,5.88,0.0,0.04293275680320879,-0.01150964772347416
passive,5.92,0.0,0.04247237089426982,-0.013264973178784764
