experiment,time,control,completion_coordinate,estimated_derivative
passive,5.96,0.0,0.04194177196711843,-0.01947966544055338
passive,6.0,0.0,0.041162585349496295,-0.015622448361749669
passive,6.04,0.0,0.04053768741502631,-0.014922481793593588
passive,6.08,0.0,0.039940788143282564,-0.01179033730631402
passive,6.12,0.0,0.03946917465103,-0.011077449710603093
passive,6.16,0.0,0.03902607666260588,-0.00681349846154717
passive,6.2,0.0,0.03875353672414399,-0.020129392131402503
passive,6.24,0.0,0.03794836103888789,-0.006314103929633795
passive,6.28,0.0,0.03769579688170254,-0.018650499769350473
passive,6.32,0.0,0.03694977689092852,-0.009375447368813183
passive,6.36,0.0,0.036574758996175995,-0.012424883302072746
passive,6.4,0.0,0.036077763664093085,-0.014705519174616245
passive,6.44,0.0,0.035489542897108435,-0.009941600705325876
passive,6.48,0.0,0.0350918788688954,-0.011958214022414308
passive,6.5200000000000005,0.0,0.03461355030799883,-0.006250041439476509
passive,6.5600000000000005,0.0,0.03436354865041977,-0.02063628892811989
passive,6.6000000000000005,0.0,0.03353809709329497,-0.014474546942222152
passive,6.640000000000001,0.0,0.032959115215606086,0.002977149549383308
passive,6.68,0.0,0.03307820119758142,-0.015583552270737044
passive,6.72,0.0,0.032454859106751936,-0.012324498765007956
passive,6.76,0.0,0.03196187915615162,-0.01026412002295956
passive,6.8,0.0,0.031551314355233236,-0.005307003086925562
passive,6.84,0.0,0.03133903423175621,-0.01544876348897441
passive,6.88,0.0,0.030721083692197237,-0.004451308319153042
passive,6.92,0.0,0.030543031359431115,-0.013871099181260015
passive,6.96,0.0,0.029988187392180714,-0.010377540372286543
passive,7.0,0.0,0.029573085777289253,-0.007239504717986966
passive,7.04,0.0,0.029283505588569774,-0.01132199543683746
passive,7.08,0.0,0.028830625771096276,-0.013365611822186915
passive,7.12,0.0,0.0282960012982088,-0.0056097969777812486
passive,7.16,0.0,0.02807160941909755,-0.009012394937397365
passive,7.2,0.0,0.027711113621601655,-0.0036598150398019225
passive,7.24,0.0,0.027564721020009578,-0.015849834848982464
passive,7.28,0.0,0.02693072762605028,-0.003681491480919067
passive,7.32,0.0,0.026783467966813516,-0.009367741617609827
passive,7.36,0.0,0.026408758302109123,-0.003552413558449881
passive,7.4,0.0,0.026266661759771128,-0.012780775905568004
passive,7.44,0.0,0.025755430723548408,-0.007970219191511755
passive,7.48,0.0,0.025436621955887938,-0.008081988188520222
passive,7.5200000000000005,0.0,0.02511334242834713,-0.009582362761400773
passive,7.5600000000000005,0.0,0.024730047917891098,-0.004868723286460298
passive,7.6000000000000005,0.0,0.024535298986432686,-0.00833937460750292
passive,7.640000000000001,0.0,0.02420172400213257,-0.015106618639734812
passive,7.68,0.0,0.023597459256543177,0.0005312038043489738
passive,7.72,0.0,0.023618707408717136,-0.015134811591219818
passive,7.76,0.0,0.023013314945068343,-0.01175634148605463
passive,7.8,0.0,0.022543061285626158,0.0009978891804339474
passive,7.84,0.0,0.022582976852843516,-0.007315320658416759
passive,7.88,0.0,0.022290364026506845,-0.008335754899790621
passive,7.92,0.0,0.02195693383051522,-0.006219577076679254
passive,7.96,0.0,0.02170815074744805,-0.010349901167839952
passive,8.0,0.0,0.021294154700734452,-0.01235066952820496
passive,8.040000000000001,0.0,0.020800127919606254,0.004998054163869899
passive,8.08,0.0,0.02100005008616105,-0.012122283827715671
passive,8.120000000000001,0.0,0.020515158733052423,-0.0071193984514818405
passive,8.16,0.0,0.02023038279499315,-0.005104327814334578
passive,8.2,0.0,0.020026209682419766,-0.004026039607129758
passive,8.24,0.0,0.019865168098134576,-0.008256604483277991
passive,8.28,0.0,0.019534903918803456,-0.005963134414100745
passive,8.32,0.0,0.019296378542239426,-0.00878593228312444
passive,8.36,0.0,0.01894494125091445,-0.0005233047668312327
passive,8.4,0.0,0.0189240090602412,-0.012215018582080895
passive,8.44,0.0,0.018435408316957964,-0.010296900244817584
passive,8.48,0.0,0.01802353230716526,0.0029724672167938566
passive,8.52,0.0,0.018142430995837015,-0.00241039306642047
passive,8.56,0.0,0.018046015273180196,-0.020218212804611578
passive,8.6,0.0,0.017237286760995733,0.0015540381795152436
passive,8.64,0.0,0.017299448288176342,-0.01166301319159152
passive,8.68,0.0,0.01683292776051268,-0.00021644582887626537
passive,8.72,0.0,0.01682426992735763,-0.0043505485342755675
passive,8.76,0.0,0.01665024798598661,-0.00897681686530356
sinusoid,0.0,0.35,0.3299879330091027,0.06391098592408023
sinusoid,0.04,0.36494847349191806,0.3325443724460659,0.06907667860440309
sinusoid,0.08,0.3798278518732156,0.335307439590242,0.09083414712871413
sinusoid,0.12,0.39456935940597004,0.33894080547539057,0.09238998693007067
sinusoid,0.16,0.4091048576214447,0.3426364049525934,0.08350612239728106
sinusoid,0.2,0.42336716027097915,0.34597664984848464,0.10547503301716055
sinusoid,0.24,0.4372903438755099,0.35019565116917106,0.1004288581718707
sinusoid,0.28,0.45081005243829486,0.3542128054960459,0.11698546705660451
sinusoid,0.32,0.4638637949123915,0.35889222417831007,0.11579785377940494
sinusoid,0.36,0.4763912340479294,0.36352413832948627,0.12271229662240285
sinusoid,0.4,0.4883344652840631,0.3684326301943824,0.12651071233775457
sinusoid,0.44,0.49963828439650326,0.37349305868789257,0.13812998270425064
sinusoid,0.48,0.510250442663504,0.3790182579960626,0.1303602317297925
sinusoid,0.52,0.5201218883708696,0.3842326672652543,0.13657340682461522
sinusoid,0.56,0.5292069935396966,0.3896956035382389,0.1335662540596208
sinusoid,0.6,0.5374637648288598,0.39503825370062373,0.1421206307599912
sinusoid,0.64,0.544854037637412,0.4007230789310234,0.14471372412854233
sinusoid,0.68,0.5513436525097072,0.4065116278961651,0.14702055606357484
sinusoid,0.72,0.5569026130278683,0.41239245013870807,0.1382613988133219
sinusoid,0.76,0.5615052244617847,0.41792290609124094,0.13409269081027936
sinusoid,0.8,0.5651302125357696,0.4232866137236521,0.14821003452432785
sinusoid,0.84,0.5677608217629091,0.42921501510462523,0.14704637732818604
sinusoid,0.88,0.5693848928925852,0.43509687019775267,0.13676859036972355
sinusoid,0.92,0.5699949191131879,0.4405676138125416,0.13952402372295336
sinusoid,0.96,0.5695880807502388,0.44614857476145975,0.13635911943820633
sinusoid,1.0,0.568166258299543,0.451602939538988,0.1278754998112669
sinusoid,1.04,0.5657360237351263,0.4567179595314387,0.1314008887837781
sinusoid,1.08,0.5623086101321353,0.4619739950827898,0.12415338330118014
sinusoid,1.12,0.5578998597451098,0.466940130414837,0.11192345322108138
sinusoid,1.16,0.552530150781621,0.47141706854368026,0.10912202017899775
sinusoid,1.2,0.5462243032097435,0.47578194935084017,0.11934092766418963
sinusoid,1.24,0.5390114640347397,0.48055558645740776,0.09978910665801172
sinusoid,1.28,0.5309249725752334,0.4845471507237282,0.09522621981366136
sinusoid,1.32,0.5220022063615943,0.4883561995162747,0.09497146176101201
sinusoid,1.36,0.5122844083688265,0.49215505798671516,0.0700877910966749
sinusoid,1.4000000000000001,0.5018164963825259,0.49495856963058216,0.07282820281343666
sinusoid,1.44,0.4906468553790618,0.4978716977431196,0.06823735244002455
sinusoid,1.48,0.4788271138796434,0.5006011918407206,0.0523312152440919
sinusoid,1.52,0.4664119053120151,0.5026944404504843,0.05593765848073695
sinusoid,1.56,0.45345861548281613,0.5049319467897138,0.044397418633437824
sinusoid,1.6,0.4400271173278438,0.5067078435350513,0.02720557023914716
sinusoid,1.6400000000000001,0.4261794941662624,0.5077960663446172,0.026926581868194632
sinusoid,1.68,0.41197975273793735,0.5088731296193449,0.021843134280769005
sinusoid,1.72,0.39749352735029825,0.5097468549905757,-0.0007959947736002615
sinusoid,1.76,0.3827877765022297,0.5097150151996317,0.0030441556098020905
sinusoid,1.8,0.3679304733872592,0.5098367814240238,-0.00039634753092598896
sinusoid,1.84,0.35299029170660484,0.5098209275227867,-0.01612493109723334
sinusoid,1.8800000000000001,0.33803628824432397,0.5091759302788974,-0.02457274652024055
sinusoid,1.92,0.32313758367176854,0.5081930204180878,-0.02829964973198873
sinusoid,1.96,0.3083630430567394,0.5070610344288082,-0.050680909333905566
sinusoid,2.0,0.2937809575540971,0.505033798055452,-0.04069777941279884
sinusoid,2.04,0.27945872874912253,0.5034058868789401,-0.05017531228864447
sinusoid,2.08,0.265462557112663,0.5013988743873943,-0.06497586336453032
sinusoid,2.12,0.25185713600809156,0.49879983985281307,-0.06407256016341123
sinusoid,2.16,0.23870535266444654,0.4962369374462766,-0.07035910733496908
sinusoid,2.2,0.22606799749791856,0.49342257315287785,-0.07391518242270273
sinusoid,2.24,0.21400348312526443,0.49046596585596974,-0.077659550539938
sinusoid,2.2800000000000002,0.20256757436792977,0.4873595838343722,-0.09578658035136606
sinusoid,2.32,0.19181313049486035,0.4835281206203176,-0.08761044968973591
sinusoid,2.36,0.18178986089541088,0.48002370263272814,-0.09586605413033633
sinusoid,2.4,0.17254409531168705,0.4761890604675147,-0.09642366468526342
sinusoid,2.44,0.16411856969235472,0.47233211388010415,-0.10740152966420419
sinusoid,2.48,0.1565522286577468,0.468036052693536,-0.10569590623507041
sinusoid,2.52,0.14988004548932019,0.46380821644413317,-0.10281497323016142
sinusoid,2.56,0.14413286047550625,0.4596956175149267,-0.10622940854383006
sinusoid,2.6,0.13933723836116033,0.4554464411731735,-0.1082824593238732
sinusoid,2.64,0.13551534555950595,0.4511151428002186,-0.09708357378535315
sinusoid,2.68,0.1326848476941304,0.44723179984880446,-0.11268726036237076
sinusoid,2.72,0.130858827944612,0.4427243094343096,-0.10674987229937205
sinusoid,2.7600000000000002,0.13004572657320623,0.43845431454233474,-0.09648311989057662
sinusoid,2.8000000000000003,0.13024930191210884,0.4345949897467117,-0.10000640463344174
sinusoid,2.84,0.13146861299162357,0.430594733561374,-0.10210213530807283
sinusoid,2.88,0.13369802388952967,0.4265106481490511,-0.09665187139931003
sinusoid,2.92,0.1369272297815457,0.4226445732930787,-0.08740616094097403
sinusoid,2.96,0.141141304572479,0.41914832685543973,-0.09780220657883976
sinusoid,3.0,0.14632076988789883,0.41523623859228614,-0.08088792794222754
sinusoid,3.04,0.1524416851074391,0.41200072147459704,-0.07874711224630793
sinusoid,3.08,0.15947575802357608,0.4088508369847447,-0.06749045284059618
sinusoid,3.12,0.16739047561439394,0.4061512188711209,-0.07030326558028765
sinusoid,3.16,0.17614925432587517,0.40333908824790937,-0.061141881426997335
sinusoid,3.2,0.18571160916908128,0.4008934129908295,-0.04999030384624931
sinusoid,3.24,0.19603334085061644,0.3988938008369795,-0.05302459284549921
sinusoid,3.2800000000000002,0.20706674007141992,0.39677281712315954,-0.04515550902809834
sinusoid,3.3200000000000003,0.21876080804956938,0.3949665967620356,-0.029551042684243523
sinusoid,3.36,0.2310614922477947,0.39378455505466586,-0.02966438578854702
sinusoid,3.4,0.24391193621611487,0.392597979623124,-0.01729543477550638
sinusoid,3.44,0.2572527423947729,0.3919061622321037,-0.011539457160224253
sinusoid,3.48,0.2710222466627343,0.39144458394569476,-0.0009571973804897715
sinusoid,3.52,0.28515680336272875,0.39140629605047517,0.0002441006356657116
sinusoid,3.56,0.29959107948538294,0.3914160600759018,0.015231648008995347
sinusoid,3.6,0.31425835665266605,0.3920253259962616,0.009084020609981258
sinusoid,3.64,0.3290908395048091,0.39238868682066086,0.031293970395859794
sinusoid,3.68,0.3440199690652721,0.39364044563649525,0.03894339586087425
sinusoid,3.72,0.35897673963531174,0.3951981814709302,0.043707537649394224
sinusoid,3.7600000000000002,0.3738920177533999,0.396946482976906,0.050138156883326734
sinusoid,3.8000000000000003,0.3886968617451865,0.39895200925223906,0.0623378427998561
sinusoid,3.84,0.4033228403869827,0.4014455229642333,0.06090893587300389
sinusoid,3.88,0.41770234920982835,0.40388188039915346,0.07625959349309708
sinusoid,3.92,0.43176892298211794,0.40693226413887734,0.07191829375319675
sinusoid,3.96,0.44545754292642453,0.4098089958890052,0.08037105493928082
sinusoid,4.0,0.45870493725049377,0.41302383808657644,0.09154464802204054
sinusoid,4.04,0.4714498736032934,0.41668562400745807,0.08870654909902964
sinusoid,4.08,0.48363344210431797,0.42023388597141925,0.10451800293150432
sinusoid,4.12,0.49519932763792773,0.4244146060886794,0.10662804875441884
sinusoid,4.16,0.5060940701541183,0.4286797280388562,0.10958361033357455
sinusoid,4.2,0.5162673117725518,0.43306307245219916,0.10278335609933964
sinusoid,4.24,0.525672029547683,0.43717440669617275,0.11974890425128504
sinusoid,4.28,0.5342647528190875,0.44196436286622415,0.11940744658899549
sinusoid,4.32,0.5420057641423528,0.44674066072978397,0.11626906498079931
sinusoid,4.36,0.5488592828717835,0.45139142332901594,0.12138777324067207
sinusoid,4.4,0.554793630546365,0.4562469342586428,0.12862794564413443
sinusoid,4.44,0.5597813773145297,0.4613920520844082,0.10896828149164206
sinusoid,4.48,0.5637994687209265,0.4657507833440739,0.13467113117380664
sinusoid,4.5200000000000005,0.5668293322691488,0.47113762859102615,0.1112227020514292
sinusoid,4.5600000000000005,0.5688569632678719,0.4755865366730833,0.120911829294372
sinusoid,4.6000000000000005,0.5698729895635961,0.4804230098448582,0.11935065570660985
sinusoid,4.64,0.5698727148607876,0.4851970360731226,0.12181658836424719
sinusoid,4.68,0.5688561404291829,0.4900696996076925,0.10587948464413077
sinusoid,4.72,0.5668279650979193,0.4943048789934577,0.11250195786754874
sinusoid,4.76,0.5637975635365208,0.49880495730815966,0.10697287397170296
sinusoid,4.8,0.5597789429231264,0.5030838722670278,0.09562858181475231
sinusoid,4.84,0.5547906782002527,0.5069090155396179,0.10594638242326093
sinusoid,4.88,0.5488558262173516,0.5111468708365483,0.09059087061202842
sinusoid,4.92,0.542001819157013,0.5147705056610294,0.08134537785230711
sinusoid,4.96,0.5342603377374239,0.5180243207751217,0.07620084070951438
sinusoid,5.0,0.5256671647771678,0.5210723544035023,0.08506387664514448
sinusoid,5.04,0.5162620197992175,0.5244749094693081,0.06142699411932906
sinusoid,5.08,0.5060883754386217,0.5269319892340812,0.059869678380852775
sinusoid,5.12,0.4951932565024879,0.5293267763693154,0.05682912646232663
sinusoid,5.16,0.4836270226110497,0.5315999414278084,0.036323623243278425
sinusoid,5.2,0.47144313542449723,0.5330528863575396,0.038791803091556276
sinusoid,5.24,0.45869791153150424,0.5346045584812018,0.02839402761213028
sinusoid,5.28,0.44545026214164957,0.535740319585687,0.025206389968951415
sinusoid,5.32,0.43176142078493607,0.5367485751844451,0.009044177630437855
sinusoid,5.36,0.4176946602770339,0.5371103422896626,0.01640505665875258
sinusoid,5.4,0.4033150002585032,0.5377665445560127,-0.00904751926673053
sinusoid,5.44,0.38868890665980826,0.5374046437853435,-0.017387786994713106
sinusoid,5.48,0.37388398448126614,0.536709132305555,-0.011030735766554
sinusoid,5.5200000000000005,0.35896866530796157,0.5362679028748928,-0.02678460024951035
sinusoid,5.5600000000000005,0.3440118910040106,0.5351965188649124,-0.036839026173871026
