times,worst_case_minimum_information_eigenvalue,median_minimum_information_eigenvalue,all_sampled_clocks_monotone
"[0.035, 0.09360176585269005, 0.25032258773548044, 0.6694467498530259, 1.4]",0.00012673918896617678,0.00012895232778554393,True
"[0.035, 0.09360176585269005, 0.25032258773548044, 0.8560912078750774, 1.0947728947252522]",0.00013737546612996407,0.00014144878176754788,True
"[0.035, 0.09360176585269005, 0.25032258773548044, 0.8560912078750774, 1.4]",0.00019045644025332585,0.00019423960065908591,True
"[0.035, 0.09360176585269005, 0.25032258773548044, 1.0947728947252522, 1.4]",0.0002588700780467667,0.00026682481948981615,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.5234943972864351]",2.179331386813114e-06,2.258355255591769e-06,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.6694467498530259]",6.339780298250103e-06,6.557745173027741e-06,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.8560912078750774]",1.2388289065977476e-05,1.279405742119304e-05,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 1.0947728947252522]",2.014093865911615e-05,2.0777684581419755e-05,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 1.4]",2.9094056013773616e-05,2.9990342197291017e-05,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 0.5234943972864351, 0.6694467498530259]",1.9164206881272233e-05,2.022153028040213e-05,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 0.5234943972864351, 0.8560912078750774]",4.523954562968775e-05,4.6880399651423986e-05,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 0.5234943972864351, 1.0947728947252522]",7.377641149736343e-05,7.597436318383335e-05,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 0.5234943972864351, 1.4]",0.0001048534816729951,0.00010766085435354742,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 0.6694467498530259, 0.8560912078750774]",8.080381332628053e-05,8.570709782959909e-05,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 0.6694467498530259, 1.0947728947252522]",0.00014730548085892012,0.0001520158979850681,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 0.6694467498530259, 1.4]",0.00020850272813852726,0.00021377222140597215,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 0.8560912078750774, 1.0947728947252522]",0.00021698399306697278,0.0002301733895205562,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 0.8560912078750774, 1.4]",0.0003314897995714725,0.0003412024181716511,True
"[0.035, 0.09360176585269005, 0.3201135363491284, 1.0947728947252522, 1.4]",0.000444002750124202,0.00047166774067868787,True
"[0.035, 0.09360176585269005, 0.4093624833498013, 0.5234943972864351, 0.6694467498530259]",8.226004869726047e-06,8.794922315358933e-06,True
"[0.035, 0.09360176585269005, 0.4093624833498013, 0.5234943972864351, 0.8560912078750774]",2.4428977211605168e-05,2.5957653408321087e-05,True
"[0.035, 0.09360176585269005, 0.4093624833498013, 0.5234943972864351, 1.0947728947252522]",4.659230526798754e-05,4.93123348635689e-05,True
"[0.035, 0.09360176585269005, 0.4093624833498013, 0.5234943972864351, 1.4]",7.321451883226958e-05,7.7292000697398e-05,True
"[0.035, 0.09360176585269005, 0.4093624833498013, 0.6694467498530259, 0.8560912078750774]",6.885186177619393e-05,7.583028394807616e-05,True
"[0.035, 0.09360176585269005, 0.4093624833498013, 0.6694467498530259, 1.0947728947252522]",0.00016143521646010017,0.00017184864936264593,True
"[0.035, 0.09360176585269005, 0.4093624833498013, 0.6694467498530259, 1.4]",0.0002540430359121123,0.00026717727340316714,True
"[0.035, 0.09360176585269005, 0.4093624833498013, 0.8560912078750774, 1.0947728947252522]",0.0002595190369701907,0.0002897668720197939,True
"[0.035, 0.09360176585269005, 0.4093624833498013, 0.8560912078750774, 1.4]",0.0004721047698074104,0.0004996202566796995,True
"[0.035, 0.09360176585269005, 0.4093624833498013, 1.0947728947252522, 1.4]",0.0006255238512845023,0.000703690380079431,True
"[0.035, 0.09360176585269005, 0.5234943972864351, 0.6694467498530259, 0.8560912078750774]",2.671802363289954e-05,3.0158877271206916e-05,True
"[0.035, 0.09360176585269005, 0.5234943972864351, 0.6694467498530259, 1.0947728947252522]",7.957491134497756e-05,8.856156166163325e-05,True
"[0.035, 0.09360176585269005, 0.5234943972864351, 0.6694467498530259, 1.4]",0.00014760437086449525,0.0001629246077989803,True
"[0.035, 0.09360176585269005, 0.5234943972864351, 0.8560912078750774, 1.0947728947252522]",0.00020086001404058716,0.00023905809001521636,True
"[0.035, 0.09360176585269005, 0.5234943972864351, 0.8560912078750774, 1.4]",0.0004744126567257275,0.0005303211311017712,True
"[0.035, 0.09360176585269005, 0.5234943972864351, 1.0947728947252522, 1.4]",0.0006653629323506569,0.0008210642913977887,True
"[0.035, 0.09360176585269005, 0.6694467498530259, 0.8560912078750774, 1.0947728947252522]",7.104276016516034e-05,8.809230022985718e-05,True
"[0.035, 0.09360176585269005, 0.6694467498530259, 0.8560912078750774, 1.4]",0.0002115067550900962,0.00025520171634365284,True
"[0.035, 0.09360176585269005, 0.6694467498530259, 1.0947728947252522, 1.4]",0.0004599942721379168,0.0006305322572815345,True
"[0.035, 0.09360176585269005, 0.8560912078750774, 1.0947728947252522, 1.4]",0.0001482079688472092,0.00021580215497108283,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044]",3.002288414843535e-08,3.021835793422927e-08,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284]",8.235261453038323e-08,8.275383777626416e-08,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.4093624833498013]",1.6015122586891677e-07,1.608213110018649e-07,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.5234943972864351]",2.7233479789206915e-07,2.733962335557461e-07,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.6694467498530259]",4.239688020481407e-07,4.256339713930419e-07,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.8560912078750774]",6.135058260842484e-07,6.15982807307213e-07,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 1.0947728947252522]",8.308902201646846e-07,8.34369868716608e-07,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 1.4]",1.0593290093823058e-06,1.0639353904544407e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.25032258773548044, 0.3201135363491284]",1.9573556142514788e-07,1.9720368358251026e-07,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.25032258773548044, 0.4093624833498013]",4.220660735931815e-07,4.239117710653597e-07,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.25032258773548044, 0.5234943972864351]",7.113431175292704e-07,7.141778236803913e-07,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.25032258773548044, 0.6694467498530259]",1.0911927536545937e-06,1.0955987607961795e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.25032258773548044, 0.8560912078750774]",1.561182861190105e-06,1.56780515974913e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.25032258773548044, 1.0947728947252522]",2.099514368638218e-06,2.1089780158081694e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.25032258773548044, 1.4]",2.6682596860853187e-06,2.6810239610638284e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.3201135363491284, 0.4093624833498013]",7.812575202484815e-07,7.864904666327364e-07,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.3201135363491284, 0.5234943972864351]",1.3773135748165224e-06,1.3833750779168734e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.3201135363491284, 0.6694467498530259]",2.102124928094774e-06,2.111355162384838e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.3201135363491284, 0.8560912078750774]",2.9907178658203386e-06,3.0047391893932215e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.3201135363491284, 1.0947728947252522]",4.009910347593017e-06,4.030268519168865e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.3201135363491284, 1.4]",5.093922035037109e-06,5.121822545585751e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.4093624833498013, 0.5234943972864351]",2.297088082303907e-06,2.3109337167863965e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.4093624833498013, 0.6694467498530259]",3.5791817943897726e-06,3.5973839190698665e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.4093624833498013, 0.8560912078750774]",5.086688572872568e-06,5.1141473468730355e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.4093624833498013, 1.0947728947252522]",6.814850008730671e-06,6.855081889235019e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.4093624833498013, 1.4]",8.664693796562973e-06,8.720459613184555e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.5234943972864351, 0.6694467498530259]",5.5888734597437385e-06,5.626074813624858e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.5234943972864351, 0.8560912078750774]",8.02342697243457e-06,8.074522222291099e-06,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.5234943972864351, 1.0947728947252522]",1.075671972897984e-05,1.08314000571407e-05,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.5234943972864351, 1.4]",1.3694146759084175e-05,1.3798384122247704e-05,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.6694467498530259, 0.8560912078750774]",1.1852631583642552e-05,1.194741355303675e-05,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.6694467498530259, 1.0947728947252522]",1.598229994550631e-05,1.6113297277239263e-05,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.6694467498530259, 1.4]",2.0377628668006655e-05,2.05604446833162e-05,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.8560912078750774, 1.0947728947252522]",2.2421100458512952e-05,2.2644372342454326e-05,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 0.8560912078750774, 1.4]",2.8692749247208522e-05,2.899387650385672e-05,True
"[0.035, 0.11969831626736879, 0.15307069035205895, 1.0947728947252522, 1.4]",3.8294330465666465e-05,3.876901253706276e-05,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284]",1.6135078708803295e-07,1.6259966172095974e-07,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013]",3.8025023388437654e-07,3.828706579719581e-07,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.25032258773548044, 0.5234943972864351]",6.964427214765374e-07,7.010848114270905e-07,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.25032258773548044, 0.6694467498530259]",1.1330557333589226e-06,1.140553744830056e-06,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.25032258773548044, 0.8560912078750774]",1.6899256905992569e-06,1.7016614879746396e-06,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.25032258773548044, 1.0947728947252522]",2.342001434718555e-06,2.3590655537719065e-06,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.25032258773548044, 1.4]",3.0426257353575828e-06,3.0657903262949184e-06,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013]",9.121906109413701e-07,9.241990463037886e-07,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.3201135363491284, 0.5234943972864351]",1.9670422995720668e-06,1.984650287314652e-06,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.3201135363491284, 0.6694467498530259]",3.2879026254793605e-06,3.3146190312633227e-06,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.3201135363491284, 0.8560912078750774]",4.940517458994042e-06,4.981639595422156e-06,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.3201135363491284, 1.0947728947252522]",6.87252475210424e-06,6.9321848567346524e-06,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.3201135363491284, 1.4]",8.96190641434436e-06,9.043302567479404e-06,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.4093624833498013, 0.5234943972864351]",3.7750682306545445e-06,3.828884763519613e-06,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.4093624833498013, 0.6694467498530259]",6.757085924566604e-06,6.819316001071743e-06,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.4093624833498013, 0.8560912078750774]",1.0169302550375199e-05,1.0262261538680173e-05,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.4093624833498013, 1.0947728947252522]",1.4117046946742547e-05,1.4251897470175677e-05,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.4093624833498013, 1.4]",1.83981072017294e-05,1.858359651053387e-05,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.5234943972864351, 0.6694467498530259]",1.1372028052568483e-05,1.1525308018681169e-05,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.5234943972864351, 0.8560912078750774]",1.770322369951199e-05,1.788724063300891e-05,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.5234943972864351, 1.0947728947252522]",2.460518204913621e-05,2.486866064691737e-05,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.5234943972864351, 1.4]",3.2075683578245204e-05,3.244008080947766e-05,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.6694467498530259, 0.8560912078750774]",2.7402133028755803e-05,2.7771730754089417e-05,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.6694467498530259, 1.0947728947252522]",3.8764521151484845e-05,3.924134794627532e-05,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.6694467498530259, 1.4]",5.06272589737055e-05,5.1282572556580585e-05,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.8560912078750774, 1.0947728947252522]",5.612250725110295e-05,5.69836946493295e-05,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 0.8560912078750774, 1.4]",7.405287372858619e-05,7.515413411065607e-05,True
"[0.035, 0.11969831626736879, 0.1957474171359199, 1.0947728947252522, 1.4]",0.00010107486091648367,0.00010289498953633764,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013]",6.496357872956156e-07,6.584324146203514e-07,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351]",1.5540494717058388e-06,1.5759429254037086e-06,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.3201135363491284, 0.6694467498530259]",2.866433445273421e-06,2.907409881602838e-06,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.3201135363491284, 0.8560912078750774]",4.617669728351908e-06,4.684074535763527e-06,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.3201135363491284, 1.0947728947252522]",6.74566766723572e-06,6.8428324288014866e-06,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.3201135363491284, 1.4]",9.109506042782487e-06,9.240698525911458e-06,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351]",4.150250154089499e-06,4.260536163419752e-06,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.4093624833498013, 0.6694467498530259]",9.320555961997474e-06,9.494172816280091e-06,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.4093624833498013, 0.8560912078750774]",1.5493738178891303e-05,1.5743584034261906e-05,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.4093624833498013, 1.0947728947252522]",2.2771486543754632e-05,2.3122764959533217e-05,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.4093624833498013, 1.4]",3.077849545039772e-05,3.126443730535363e-05,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.5234943972864351, 0.6694467498530259]",1.789409775682443e-05,1.8431188855480493e-05,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.5234943972864351, 0.8560912078750774]",3.252550738456999e-05,3.309589097504588e-05,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.5234943972864351, 1.0947728947252522]",4.7800062697710355e-05,4.858071178929014e-05,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.5234943972864351, 1.4]",6.43017360305929e-05,6.537434842985797e-05,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.6694467498530259, 0.8560912078750774]",5.27420681481483e-05,5.4299985803008895e-05,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.6694467498530259, 1.0947728947252522]",8.165201160121243e-05,8.314352568975585e-05,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.6694467498530259, 1.4]",0.00010994683999383002,0.00011195315500607639,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.8560912078750774, 1.0947728947252522]",0.00012042152953463166,0.00012394569737823224,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 0.8560912078750774, 1.4]",0.00016740413995369648,0.00017087296126946282,True
"[0.035, 0.11969831626736879, 0.25032258773548044, 1.0947728947252522, 1.4]",0.00023037292947432575,0.00023748306850755735,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 0.4093624833498013, 0.5234943972864351]",2.4105541185713183e-06,2.4794847820522084e-06,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 0.4093624833498013, 0.6694467498530259]",6.202640287168207e-06,6.38637001852194e-06,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 0.4093624833498013, 0.8560912078750774]",1.1600236995576635e-05,1.1941484164024465e-05,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 0.4093624833498013, 1.0947728947252522]",1.847634873960841e-05,1.9014317237436723e-05,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 0.4093624833498013, 1.4]",2.6404695978118534e-05,2.7166555321806436e-05,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 0.5234943972864351, 0.6694467498530259]",1.7547405009310116e-05,1.846364997249363e-05,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 0.5234943972864351, 0.8560912078750774]",4.05065574689749e-05,4.1955422043862444e-05,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 0.5234943972864351, 1.0947728947252522]",6.602733045655758e-05,6.802365865904272e-05,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 0.5234943972864351, 1.4]",9.415445583987155e-05,9.676365569266472e-05,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 0.6694467498530259, 0.8560912078750774]",7.354557621413802e-05,7.799134214031295e-05,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 0.6694467498530259, 1.0947728947252522]",0.0001346611320494669,0.00013916612521905483,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 0.6694467498530259, 1.4]",0.000192332783854091,0.00019749663831904513,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 0.8560912078750774, 1.0947728947252522]",0.00020240764192523436,0.00021511454300231705,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 0.8560912078750774, 1.4]",0.00031283591313244224,0.0003227427214278696,True
"[0.035, 0.11969831626736879, 0.3201135363491284, 1.0947728947252522, 1.4]",0.00042556392732748157,0.00045365477178299944,True
"[0.035, 0.11969831626736879, 0.4093624833498013, 0.5234943972864351, 0.6694467498530259]",8.439376377262778e-06,8.940394599953303e-06,True
"[0.035, 0.11969831626736879, 0.4093624833498013, 0.5234943972864351, 0.8560912078750774]",2.309108947452732e-05,2.443400532973896e-05,True
"[0.035, 0.11969831626736879, 0.4093624833498013, 0.5234943972864351, 1.0947728947252522]",4.308843795510851e-05,4.5505694782811096e-05,True
"[0.035, 0.11969831626736879, 0.4093624833498013, 0.5234943972864351, 1.4]",6.721249895744827e-05,7.088249962454824e-05,True
"[0.035, 0.11969831626736879, 0.4093624833498013, 0.6694467498530259, 0.8560912078750774]",6.38859173972228e-05,7.028207939653511e-05,True
"[0.035, 0.11969831626736879, 0.4093624833498013, 0.6694467498530259, 1.0947728947252522]",0.00015002888554877607,0.0001600250383408198,True
"[0.035, 0.11969831626736879, 0.4093624833498013, 0.6694467498530259, 1.4]",0.00023857840144731623,0.00025167725891307957,True
"[0.035, 0.11969831626736879, 0.4093624833498013, 0.8560912078750774, 1.0947728947252522]",0.00024674883344548204,0.0002767325647357451,True
"[0.035, 0.11969831626736879, 0.4093624833498013, 0.8560912078750774, 1.4]",0.00045910496373447043,0.0004883870976420367,True
"[0.035, 0.11969831626736879, 0.4093624833498013, 1.0947728947252522, 1.4]",0.0006177935985553858,0.0007018192986352138,True
"[0.035, 0.11969831626736879, 0.5234943972864351, 0.6694467498530259, 0.8560912078750774]",2.6425003764636483e-05,2.9523494941289042e-05,True
"[0.035, 0.11969831626736879, 0.5234943972864351, 0.6694467498530259, 1.0947728947252522]",7.485855777519117e-05,8.305926886224863e-05,True
"[0.035, 0.11969831626736879, 0.5234943972864351, 0.6694467498530259, 1.4]",0.00013775094439162728,0.00015200402909386077,True
"[0.035, 0.11969831626736879, 0.5234943972864351, 0.8560912078750774, 1.0947728947252522]",0.00018977774110056467,0.00022635840546303786,True
"[0.035, 0.11969831626736879, 0.5234943972864351, 0.8560912078750774, 1.4]",0.00045631812045335176,0.0005135453514770964,True
"[0.035, 0.11969831626736879, 0.5234943972864351, 1.0947728947252522, 1.4]",0.0006516006560199041,0.0008156170895985953,True
"[0.035, 0.11969831626736879, 0.6694467498530259, 0.8560912078750774, 1.0947728947252522]",6.941059318860667e-05,8.508561124590888e-05,True
"[0.035, 0.11969831626736879, 0.6694467498530259, 0.8560912078750774, 1.4]",0.00020026169067699604,0.00024131545793534806,True
"[0.035, 0.11969831626736879, 0.6694467498530259, 1.0947728947252522, 1.4]",0.00044051604690707556,0.000608461841244954,True
"[0.035, 0.11969831626736879, 0.8560912078750774, 1.0947728947252522, 1.4]",0.00014489439693905285,0.00020802333310420006,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284]",1.782449380851711e-07,1.8007988852517766e-07,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013]",4.583682764377399e-07,4.617434935136541e-07,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044, 0.5234943972864351]",8.396166421318728e-07,8.447912324065844e-07,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044, 0.6694467498530259]",1.3461782135119234e-06,1.3541486363764211e-06,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044, 0.8560912078750774]",1.976990750793267e-06,1.988926642769885e-06,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044, 1.0947728947252522]",2.7035483515213113e-06,2.720472913274358e-06,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044, 1.4]",3.475228118471708e-06,3.497891051683323e-06,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013]",9.975140753190145e-07,1.0091344629849283e-06,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284, 0.5234943972864351]",2.0151239190067555e-06,2.028613659894305e-06,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284, 0.6694467498530259]",3.2071124865453214e-06,3.2274341587828167e-06,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284, 0.8560912078750774]",4.6560531941566406e-06,4.686549527346173e-06,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284, 1.0947728947252522]",6.318463674735973e-06,6.362382151757377e-06,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284, 1.4]",8.092881066010626e-06,8.152792143840144e-06,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.4093624833498013, 0.5234943972864351]",3.5119484583355153e-06,3.548971221205307e-06,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.4093624833498013, 0.6694467498530259]",5.859003398066184e-06,5.901567008441712e-06,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.4093624833498013, 0.8560912078750774]",8.493792868229816e-06,8.556811876347933e-06,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.4093624833498013, 1.0947728947252522]",1.150111720591639e-05,1.1592832196229254e-05,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.4093624833498013, 1.4]",1.4728997237592716e-05,1.4855858469149616e-05,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.5234943972864351, 0.6694467498530259]",9.309960978617121e-06,9.402770081815702e-06,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.5234943972864351, 0.8560912078750774]",1.3822958150679077e-05,1.3944025373085547e-05,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.5234943972864351, 1.0947728947252522]",1.8749843551244318e-05,1.89249389438123e-05,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.5234943972864351, 1.4]",2.404639557057163e-05,2.429034589197914e-05,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.6694467498530259, 0.8560912078750774]",2.0650479670498573e-05,2.0886037078745737e-05,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.6694467498530259, 1.0947728947252522]",2.8380374556962865e-05,2.8693758109149738e-05,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.6694467498530259, 1.4]",3.6485263422805217e-05,3.692042690207017e-05,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.8560912078750774, 1.0947728947252522]",4.017085762686827e-05,4.07229938440443e-05,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 0.8560912078750774, 1.4]",5.2041345093142795e-05,5.2767493029665174e-05,True
"[0.035, 0.15307069035205895, 0.1957474171359199, 1.0947728947252522, 1.4]",6.997593767244116e-05,7.114815065852053e-05,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013]",8.393870034841239e-07,8.49280286923447e-07,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351]",1.8356452020782746e-06,1.8548928348261937e-06,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.3201135363491284, 0.6694467498530259]",3.162539161816064e-06,3.1949119221389256e-06,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.3201135363491284, 0.8560912078750774]",4.859382565620567e-06,4.909934777344466e-06,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.3201135363491284, 1.0947728947252522]",6.866308863054456e-06,6.9420244034353236e-06,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.3201135363491284, 1.4]",9.057008936725649e-06,9.162301022093917e-06,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351]",4.057814298444342e-06,4.1444721201830484e-06,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.4093624833498013, 0.6694467498530259]",8.29214274179885e-06,8.413324723176412e-06,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.4093624833498013, 0.8560912078750774]",1.3191724761552718e-05,1.3367725313737057e-05,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.4093624833498013, 1.0947728947252522]",1.8897102932973653e-05,1.9157721074093684e-05,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.4093624833498013, 1.4]",2.5146632417382388e-05,2.5509075632304607e-05,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.5234943972864351, 0.6694467498530259]",1.507263151905656e-05,1.5442758231146525e-05,True
"[0.035, 0.15307069035205895, 0.25032258773548044, 0.5234943972864351, 0.8560912078750774]",2.595810161333704e-05,2.6360001128296e-05,True
