times,worst_case_minimum_information_eigenvalue,median_minimum_information_eigenvalue,all_sampled_clocks_monotone
"[0.09360176585269005, 0.15307069035205895, 0.25032258773548044, 0.5234943972864351, 1.4]",5.9118729873306594e-05,6.0185160085769674e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.25032258773548044, 0.6694467498530259, 0.8560912078750774]",4.8677109920880505e-05,5.021840071199946e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.25032258773548044, 0.6694467498530259, 1.0947728947252522]",7.692010144116035e-05,7.843689086212703e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.25032258773548044, 0.6694467498530259, 1.4]",0.00010505652863517838,0.00010712234898717576,True
"[0.09360176585269005, 0.15307069035205895, 0.25032258773548044, 0.8560912078750774, 1.0947728947252522]",0.00011620219323037778,0.00011994357909464722,True
"[0.09360176585269005, 0.15307069035205895, 0.25032258773548044, 0.8560912078750774, 1.4]",0.00016441888034288642,0.00016806383160925,True
"[0.09360176585269005, 0.15307069035205895, 0.25032258773548044, 1.0947728947252522, 1.4]",0.0002300662999935992,0.0002379892883271909,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.4093624833498013, 0.5234943972864351]",2.0878580203087716e-06,2.149531250295955e-06,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.4093624833498013, 0.6694467498530259]",5.448834668071099e-06,5.610569276849886e-06,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.4093624833498013, 0.8560912078750774]",1.0265121475411895e-05,1.0568296918887942e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.4093624833498013, 1.0947728947252522]",1.6455510265881785e-05,1.693951579324075e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.4093624833498013, 1.4]",2.3649596837067442e-05,2.4343011934892267e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.5234943972864351, 0.6694467498530259]",1.5776392689696396e-05,1.6618597802817365e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.5234943972864351, 0.8560912078750774]",3.722758967462435e-05,3.8646113099902086e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.5234943972864351, 1.0947728947252522]",6.18951148348179e-05,6.394627544371246e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.5234943972864351, 1.4]",8.964732852922034e-05,9.242082779841327e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.6694467498530259, 0.8560912078750774]",7.034260214875342e-05,7.493794058733755e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.6694467498530259, 1.0947728947252522]",0.00013357356041032793,0.00013868461292145082,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.6694467498530259, 1.4]",0.00019514628593122755,0.0002013005428709633,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.8560912078750774, 1.0947728947252522]",0.00020681838678102282,0.00022168250501307667,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 0.8560912078750774, 1.4]",0.00033151503133885247,0.00034410482016263423,True
"[0.09360176585269005, 0.15307069035205895, 0.3201135363491284, 1.0947728947252522, 1.4]",0.00045917244209295354,0.000495347609664498,True
"[0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 0.5234943972864351, 0.6694467498530259]",7.961709221936213e-06,8.415337023781041e-06,True
"[0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 0.5234943972864351, 0.8560912078750774]",2.143828354862748e-05,2.26637628735343e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 0.5234943972864351, 1.0947728947252522]",4.003169344549678e-05,4.228539151130488e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 0.5234943972864351, 1.4]",6.273409030052929e-05,6.622550317215432e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 0.6694467498530259, 0.8560912078750774]",6.029464586535175e-05,6.653708767050392e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 0.6694467498530259, 1.0947728947252522]",0.00014631855027816274,0.0001569861310118169,True
"[0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 0.6694467498530259, 1.4]",0.00023889550430683388,0.0002537393636642516,True
"[0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 0.8560912078750774, 1.0947728947252522]",0.00024897285142712913,0.0002828717720671216,True
"[0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 0.8560912078750774, 1.4]",0.0004904265433680159,0.0005278203810221593,True
"[0.09360176585269005, 0.15307069035205895, 0.4093624833498013, 1.0947728947252522, 1.4]",0.0006698682061937178,0.0007801669995158843,True
"[0.09360176585269005, 0.15307069035205895, 0.5234943972864351, 0.6694467498530259, 0.8560912078750774]",2.5749559898364377e-05,2.860620329784369e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.5234943972864351, 0.6694467498530259, 1.0947728947252522]",7.131736123630215e-05,7.905999489986538e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.5234943972864351, 0.6694467498530259, 1.4]",0.000131513657199471,0.00014536745642393134,True
"[0.09360176585269005, 0.15307069035205895, 0.5234943972864351, 0.8560912078750774, 1.0947728947252522]",0.00018395382914063692,0.00022106383150793056,True
"[0.09360176585269005, 0.15307069035205895, 0.5234943972864351, 0.8560912078750774, 1.4]",0.0004620172574179951,0.0005269117891559668,True
"[0.09360176585269005, 0.15307069035205895, 0.5234943972864351, 1.0947728947252522, 1.4]",0.0006730241577418698,0.0008676202642702603,True
"[0.09360176585269005, 0.15307069035205895, 0.6694467498530259, 0.8560912078750774, 1.0947728947252522]",6.862798446866176e-05,8.332675107498487e-05,True
"[0.09360176585269005, 0.15307069035205895, 0.6694467498530259, 0.8560912078750774, 1.4]",0.00019366087405043683,0.000233401755728418,True
"[0.09360176585269005, 0.15307069035205895, 0.6694467498530259, 1.0947728947252522, 1.4]",0.00043221574872858364,0.0006057420728799675,True
"[0.09360176585269005, 0.15307069035205895, 0.8560912078750774, 1.0947728947252522, 1.4]",0.0001449173461674271,0.0002048479728485209,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013]",5.732674451745924e-07,5.846577618164674e-07,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351]",1.5816280543373823e-06,1.6070763636219741e-06,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284, 0.6694467498530259]",3.007557959075572e-06,3.0512868085286234e-06,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284, 0.8560912078750774]",4.884103723089092e-06,4.951132724854327e-06,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284, 1.0947728947252522]",7.146502530464323e-06,7.24300413460434e-06,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284, 1.4]",9.646883632669995e-06,9.780325556430277e-06,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351]",3.974723331436225e-06,4.078118019917475e-06,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013, 0.6694467498530259]",8.783358807432168e-06,8.929062604403651e-06,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013, 0.8560912078750774]",1.4364476352766004e-05,1.456904901807888e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013, 1.0947728947252522]",2.087471661861551e-05,2.1174534671627787e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013, 1.4]",2.8024555221628762e-05,2.8438886332574756e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.5234943972864351, 0.6694467498530259]",1.6197787265360634e-05,1.6635249512865738e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.5234943972864351, 0.8560912078750774]",2.868443775839286e-05,2.913820573985658e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.5234943972864351, 1.0947728947252522]",4.1694749174403135e-05,4.2340450684696876e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.5234943972864351, 1.4]",5.578557417011874e-05,5.6677537254885924e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.6694467498530259, 0.8560912078750774]",4.596851351636007e-05,4.7171998043064046e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.6694467498530259, 1.0947728947252522]",7.00081169146445e-05,7.123934473758585e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.6694467498530259, 1.4]",9.386484136550713e-05,9.553761907658517e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.8560912078750774, 1.0947728947252522]",0.00010323014428648483,0.00010593092363920166,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 0.8560912078750774, 1.4]",0.00014225098059470072,0.00014515374537299287,True
"[0.09360176585269005, 0.1957474171359199, 0.25032258773548044, 1.0947728947252522, 1.4]",0.0001964650513963909,0.00020197282607409788,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013, 0.5234943972864351]",3.086904792866206e-06,3.1648221009201123e-06,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013, 0.6694467498530259]",7.2706680517327715e-06,7.438596629009822e-06,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013, 0.8560912078750774]",1.2813547250774252e-05,1.3101556073853414e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013, 1.0947728947252522]",1.9664905346698394e-05,2.010309758651087e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013, 1.4]",2.744210497389202e-05,2.8052151690630002e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.5234943972864351, 0.6694467498530259]",1.7009754738304158e-05,1.7785556329853475e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.5234943972864351, 0.8560912078750774]",3.708988837176056e-05,3.826411378059412e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.5234943972864351, 1.0947728947252522]",5.9323023340616936e-05,6.0954293552597154e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.5234943972864351, 1.4]",8.396071247682331e-05,8.612921836081097e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.6694467498530259, 0.8560912078750774]",6.61710107187425e-05,6.991814729598784e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.6694467498530259, 1.0947728947252522]",0.00011953492416816128,0.0001234731787671152,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.6694467498530259, 1.4]",0.00017113098091679532,0.00017583601702421726,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.8560912078750774, 1.0947728947252522]",0.00018255453566342304,0.00019394829961158738,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 0.8560912078750774, 1.4]",0.00028363836864735045,0.00029319352738849125,True
"[0.09360176585269005, 0.1957474171359199, 0.3201135363491284, 1.0947728947252522, 1.4]",0.0003932424688567386,0.0004202455121599575,True
"[0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 0.5234943972864351, 0.6694467498530259]",1.1467451451898699e-05,1.1935988391718829e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 0.5234943972864351, 0.8560912078750774]",2.6035204454792723e-05,2.7148387344633583e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 0.5234943972864351, 1.0947728947252522]",4.4900288977229495e-05,4.685886409141979e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 0.5234943972864351, 1.4]",6.727478566493935e-05,7.024912563193618e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 0.6694467498530259, 0.8560912078750774]",6.106495440004135e-05,6.655956999829297e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 0.6694467498530259, 1.0947728947252522]",0.00013788046878698227,0.00014681052444712962,True
"[0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 0.6694467498530259, 1.4]",0.00021910896989261802,0.00023141854920068498,True
"[0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 0.8560912078750774, 1.0947728947252522]",0.00022993122543261808,0.00025853255065795203,True
"[0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 0.8560912078750774, 1.4]",0.0004369314832272146,0.0004679968334097598,True
"[0.09360176585269005, 0.1957474171359199, 0.4093624833498013, 1.0947728947252522, 1.4]",0.0006024347635128395,0.000694417833554676,True
"[0.09360176585269005, 0.1957474171359199, 0.5234943972864351, 0.6694467498530259, 0.8560912078750774]",3.4434937638120625e-05,3.712659176610584e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.5234943972864351, 0.6694467498530259, 1.0947728947252522]",7.969364992156735e-05,8.653671029447097e-05,True
"[0.09360176585269005, 0.1957474171359199, 0.5234943972864351, 0.6694467498530259, 1.4]",0.0001370944405642557,0.00014912814974716866,True
"[0.09360176585269005, 0.1957474171359199, 0.5234943972864351, 0.8560912078750774, 1.0947728947252522]",0.00018128907799070046,0.00021424195988864591,True
"[0.09360176585269005, 0.1957474171359199, 0.5234943972864351, 0.8560912078750774, 1.4]",0.0004307237150185081,0.0004873982939653219,True
"[0.09360176585269005, 0.1957474171359199, 0.5234943972864351, 1.0947728947252522, 1.4]",0.000628509446281062,0.0008013743698497062,True
"[0.09360176585269005, 0.1957474171359199, 0.6694467498530259, 0.8560912078750774, 1.0947728947252522]",8.65061977064473e-05,0.00010000655754690517,True
"[0.09360176585269005, 0.1957474171359199, 0.6694467498530259, 0.8560912078750774, 1.4]",0.0002063148358700562,0.00024172333823531972,True
"[0.09360176585269005, 0.1957474171359199, 0.6694467498530259, 1.0947728947252522, 1.4]",0.0004243525832240814,0.0005814963110066711,True
"[0.09360176585269005, 0.1957474171359199, 0.8560912078750774, 1.0947728947252522, 1.4]",0.00017833955599694585,0.00023333733212610604,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013, 0.5234943972864351]",3.3768862666390497e-06,3.49057360265831e-06,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013, 0.6694467498530259]",8.952637032778438e-06,9.189462678812812e-06,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013, 0.8560912078750774]",1.6139660918931633e-05,1.6516554218089613e-05,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013, 1.0947728947252522]",2.4821479400908038e-05,2.536147375256536e-05,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013, 1.4]",3.45258052288811e-05,3.524514003021971e-05,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351, 0.6694467498530259]",1.9657133690340047e-05,2.0554604970325663e-05,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351, 0.8560912078750774]",4.2095242556935335e-05,4.3260815046345725e-05,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351, 1.0947728947252522]",6.543359816650462e-05,6.69007591006405e-05,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351, 1.4]",9.039745056720806e-05,9.237769012062447e-05,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.6694467498530259, 0.8560912078750774]",6.977176516329002e-05,7.325806784105928e-05,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.6694467498530259, 1.0947728947252522]",0.00012032325205299609,0.00012347301338784517,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.6694467498530259, 1.4]",0.0001668687413334226,0.00017086141957855188,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.8560912078750774, 1.0947728947252522]",0.00017593816171072003,0.00018499518914935698,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 0.8560912078750774, 1.4]",0.00026177757937499604,0.0002689944675162033,True
"[0.09360176585269005, 0.25032258773548044, 0.3201135363491284, 1.0947728947252522, 1.4]",0.000355072267590009,0.0003745690545378365,True
"[0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351, 0.6694467498530259]",1.604086549910327e-05,1.667519860185307e-05,True
"[0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351, 0.8560912078750774]",3.4684992687235536e-05,3.590003072573748e-05,True
"[0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351, 1.0947728947252522]",5.690304903401113e-05,5.882511435804622e-05,True
"[0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351, 1.4]",8.216069792592483e-05,8.491372525565964e-05,True
"[0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 0.6694467498530259, 0.8560912078750774]",6.800520453418237e-05,7.322540994546633e-05,True
"[0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 0.6694467498530259, 1.0947728947252522]",0.0001413555849857019,0.0001488007940823679,True
"[0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 0.6694467498530259, 1.4]",0.0002150483873179324,0.00022478195831784184,True
"[0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 0.8560912078750774, 1.0947728947252522]",0.0002224754780911071,0.0002460010913822763,True
"[0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 0.8560912078750774, 1.4]",0.0003967828811341114,0.0004203335380538153,True
"[0.09360176585269005, 0.25032258773548044, 0.4093624833498013, 1.0947728947252522, 1.4]",0.0005417335029172289,0.0006116395605820528,True
"[0.09360176585269005, 0.25032258773548044, 0.5234943972864351, 0.6694467498530259, 0.8560912078750774]",5.0254021313829794e-05,5.319556148179598e-05,True
"[0.09360176585269005, 0.25032258773548044, 0.5234943972864351, 0.6694467498530259, 1.0947728947252522]",0.00010113430732703659,0.00010746217318496009,True
"[0.09360176585269005, 0.25032258773548044, 0.5234943972864351, 0.6694467498530259, 1.4]",0.0001609001682211561,0.00017138922818791874,True
"[0.09360176585269005, 0.25032258773548044, 0.5234943972864351, 0.8560912078750774, 1.0947728947252522]",0.00019221455797178847,0.00022141644102836614,True
"[0.09360176585269005, 0.25032258773548044, 0.5234943972864351, 0.8560912078750774, 1.4]",0.0004160974540251171,0.00046296937769741407,True
"[0.09360176585269005, 0.25032258773548044, 0.5234943972864351, 1.0947728947252522, 1.4]",0.0005943555229420892,0.0007391183693913387,True
"[0.09360176585269005, 0.25032258773548044, 0.6694467498530259, 0.8560912078750774, 1.0947728947252522]",0.00012364668791175584,0.0001367291764015595,True
"[0.09360176585269005, 0.25032258773548044, 0.6694467498530259, 0.8560912078750774, 1.4]",0.0002467847912555843,0.0002780453532791945,True
"[0.09360176585269005, 0.25032258773548044, 0.6694467498530259, 1.0947728947252522, 1.4]",0.00044059654797164974,0.0005792304980345286,True
"[0.09360176585269005, 0.25032258773548044, 0.8560912078750774, 1.0947728947252522, 1.4]",0.00025105109840432437,0.00030213066437064244,True
"[0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.5234943972864351, 0.6694467498530259]",1.5846375083958285e-05,1.6755339690185477e-05,True
"[0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.5234943972864351, 0.8560912078750774]",4.0116053307226844e-05,4.187951821170117e-05,True
"[0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.5234943972864351, 1.0947728947252522]",6.858544266511441e-05,7.119451424697494e-05,True
"[0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.5234943972864351, 1.4]",0.00010025306588902861,0.00010376881098951934,True
"[0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.6694467498530259, 0.8560912078750774]",7.698302871070714e-05,8.320045573348611e-05,True
"[0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.6694467498530259, 1.0947728947252522]",0.00016001967936694187,0.00016760310486412875,True
"[0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.6694467498530259, 1.4]",0.0002376176001599737,0.0002465075595331615,True
"[0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.8560912078750774, 1.0947728947252522]",0.00023669474662856368,0.00025907665926943387,True
"[0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 0.8560912078750774, 1.4]",0.0004023669771077613,0.0004213176345187724,True
"[0.09360176585269005, 0.3201135363491284, 0.4093624833498013, 1.0947728947252522, 1.4]",0.0005302698593284372,0.0005862259927206259,True
"[0.09360176585269005, 0.3201135363491284, 0.5234943972864351, 0.6694467498530259, 0.8560912078750774]",6.64239859578752e-05,7.064000377402493e-05,True
"[0.09360176585269005, 0.3201135363491284, 0.5234943972864351, 0.6694467498530259, 1.0947728947252522]",0.00013291790854789824,0.00014015625213357978,True
"[0.09360176585269005, 0.3201135363491284, 0.5234943972864351, 0.6694467498530259, 1.4]",0.00020444580653200553,0.00021506839969584764,True
"[0.09360176585269005, 0.3201135363491284, 0.5234943972864351, 0.8560912078750774, 1.0947728947252522]",0.00021938783067498407,0.0002479938628435121,True
"[0.09360176585269005, 0.3201135363491284, 0.5234943972864351, 0.8560912078750774, 1.4]",0.00043730127378946936,0.000476690209925994,True
"[0.09360176585269005, 0.3201135363491284, 0.5234943972864351, 1.0947728947252522, 1.4]",0.0005946209759592173,0.0007151587087833832,True
"[0.09360176585269005, 0.3201135363491284, 0.6694467498530259, 0.8560912078750774, 1.0947728947252522]",0.00017886862903638534,0.00019416060402322315,True
"[0.09360176585269005, 0.3201135363491284, 0.6694467498530259, 0.8560912078750774, 1.4]",0.0003231539696483111,0.00035285096028642534,True
"[0.09360176585269005, 0.3201135363491284, 0.6694467498530259, 1.0947728947252522, 1.4]",0.0004942773985418129,0.0006187714677716805,True
"[0.09360176585269005, 0.3201135363491284, 0.8560912078750774, 1.0947728947252522, 1.4]",0.00037299034032733204,0.0004250294091710971,True
"[0.09360176585269005, 0.4093624833498013, 0.5234943972864351, 0.6694467498530259, 0.8560912078750774]",5.9970511327633904e-05,6.590988602863833e-05,True
"[0.09360176585269005, 0.4093624833498013, 0.5234943972864351, 0.6694467498530259, 1.0947728947252522]",0.00014525682730450414,0.00015605742982959908,True
"[0.09360176585269005, 0.4093624833498013, 0.5234943972864351, 0.6694467498530259, 1.4]",0.00023667273412597916,0.00025162797822557274,True
"[0.09360176585269005, 0.4093624833498013, 0.5234943972864351, 0.8560912078750774, 1.0947728947252522]",0.00024140469716100104,0.00027653721524530404,True
"[0.09360176585269005, 0.4093624833498013, 0.5234943972864351, 0.8560912078750774, 1.4]",0.0004928520178834687,0.000534151454244663,True
"[0.09360176585269005, 0.4093624833498013, 0.5234943972864351, 1.0947728947252522, 1.4]",0.0006381375262845528,0.0007563022635278256,True
"[0.09360176585269005, 0.4093624833498013, 0.6694467498530259, 0.8560912078750774, 1.0947728947252522]",0.0002229060710662306,0.0002461169476747517,True
"[0.09360176585269005, 0.4093624833498013, 0.6694467498530259, 0.8560912078750774, 1.4]",0.00041672017557979954,0.0004527094936828965,True
"[0.09360176585269005, 0.4093624833498013, 0.6694467498530259, 1.0947728947252522, 1.4]",0.0005761660165846072,0.0007035182582004813,True
"[0.09360176585269005, 0.4093624833498013, 0.8560912078750774, 1.0947728947252522, 1.4]",0.000525986666512223,0.0005927129758608152,True
"[0.09360176585269005, 0.5234943972864351, 0.6694467498530259, 0.8560912078750774, 1.0947728947252522]",0.0001825170979423292,0.00021439825139015094,True
"[0.09360176585269005, 0.5234943972864351, 0.6694467498530259, 0.8560912078750774, 1.4]",0.0004273684344691985,0.0004825877615653843,True
"[0.09360176585269005, 0.5234943972864351, 0.6694467498530259, 1.0947728947252522, 1.4]",0.0006043457851784485,0.0007670486539153605,True
"[0.09360176585269005, 0.5234943972864351, 0.8560912078750774, 1.0947728947252522, 1.4]",0.0006098061186308526,0.000717186943528337,True
"[0.09360176585269005, 0.6694467498530259, 0.8560912078750774, 1.0947728947252522, 1.4]",0.00044094272894290186,0.0005811253256020949,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284]",3.335774299477764e-08,3.375678635847132e-08,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013]",9.53603932092673e-08,9.63743899709018e-08,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044, 0.5234943972864351]",1.9484306376087697e-07,1.9682980964933074e-07,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044, 0.6694467498530259]",3.4056307650868766e-07,3.4395872583013247e-07,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044, 0.8560912078750774]",5.339981963270757e-07,5.394563481499343e-07,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044, 1.0947728947252522]",7.675262080702511e-07,7.756383333625026e-07,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044, 1.4]",1.0249698602485807e-06,1.0361543225713356e-06,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013]",3.325764469621905e-07,3.3732780765756306e-07,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284, 0.5234943972864351]",7.445841972759751e-07,7.526942420180892e-07,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284, 0.6694467498530259]",1.3058259062921258e-06,1.319511390164698e-06,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284, 0.8560912078750774]",2.0389841877271306e-06,2.0609572647080503e-06,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284, 1.0947728947252522]",2.9207045277897556e-06,2.9534019894599646e-06,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284, 1.4]",3.8950948098498505e-06,3.940432616120617e-06,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.4093624833498013, 0.5234943972864351]",1.6763844580879575e-06,1.7002343475465637e-06,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.4093624833498013, 0.6694467498530259]",3.062585169639164e-06,3.097046152350561e-06,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.4093624833498013, 0.8560912078750774]",4.773120550360586e-06,4.827714930659064e-06,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.4093624833498013, 1.0947728947252522]",6.816375862616363e-06,6.897813711155803e-06,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.4093624833498013, 1.4]",9.079344949142933e-06,9.193089787748058e-06,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.5234943972864351, 0.6694467498530259]",5.680045454313284e-06,5.757511971619599e-06,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.5234943972864351, 0.8560912078750774]",9.036626179363433e-06,9.149990274259824e-06,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.5234943972864351, 1.0947728947252522]",1.2904599507380771e-05,1.3072934136228278e-05,True
"[0.11969831626736879, 0.15307069035205895, 0.1957474171359199, 0.5234943972864351, 1.4]",1.718701115579563e-05,1.7423522532971816e-05,True
