schedule,position,time_index,time,worst_case_mean_TV_objective
robust_optimum,0,16,0.6116914619045809,0.11881231371341061
robust_optimum,1,17,0.6476733126048504,0.11881231371341061
robust_optimum,2,18,0.6836551633051199,0.11881231371341061
robust_optimum,3,19,0.7196370140053893,0.11881231371341061
equispaced,0,4,0.17990925350134732,0.06648227479357971
equispaced,1,9,0.3598185070026947,0.06648227479357971
equispaced,2,14,0.5397277605040419,0.06648227479357971
equispaced,3,19,0.7196370140053893,0.06648227479357971
