design,times,maximum_gap_including_t0,linear_interpolation_clock_error_bound,adversarial_single_clock_bump_amplitude,two_clock_midpoint_separation,maximum_bump_slope,monotonicity_preserved_under_declared_margin
P329_quartic_Fisher_design,"[0.07319476868138912, 0.09360176585269005, 0.5234943972864351, 1.0947728947252522, 1.4]",0.5712784974388171,0.008158978040898815,0.0033067092496628404,0.006613418499325681,0.018184359349899683,True
nonparametric_equispaced_design,"[0.27999999999999997, 0.5599999999999999, 0.8399999999999999, 1.1199999999999999, 1.4]",0.28,0.0019600000000000004,0.0007943580797559283,0.0015887161595118566,0.00891267681314614,True
