trial,resource,operational_monotone_before,operational_monotone_after,violation
53,positive_scale,0.5685407975944441,0.03638069744557404,-0.53216010014887
53,independent_cross_law,0.26949257549338324,0.0003649103533393226,-0.26912766514004394
54,signed_path,5.225532341037127,0.6818867827187539,-4.543645558318373
54,nontorsion_phase,2.297827092564619,0.7620861752974174,-1.5357409172672014
54,orientation,0.32040397211955485,0.05649674892724579,-0.2639072231923091
54,positive_scale,0.6557879960851879,0.06926969943484074,-0.5865182966503472
54,independent_cross_law,0.17848275263783053,0.011637778602739051,-0.1668449740350915
55,signed_path,6.664522637702016,0.7070453139064694,-5.957477323795547
55,nontorsion_phase,2.2913401583301125,1.6480537144904468,-0.6432864438396657
55,orientation,0.4894493484919809,0.09056820522398246,-0.39888114326799845
55,positive_scale,0.7401406169853691,0.08072148084571158,-0.6594191361396575
55,independent_cross_law,0.17823886213084583,5.2677836760380275e-05,-0.17818618429408545
56,signed_path,5.424753803548233,1.2663267268718823,-4.158427076676351
56,nontorsion_phase,2.78023898148444,2.236834803500665,-0.543404177983775
56,orientation,0.32308173800488216,0.018824089883014677,-0.3042576481218675
56,positive_scale,0.647867655149385,0.03263130160510558,-0.6152363535442795
56,independent_cross_law,0.05318620533474535,0.0002192084517897877,-0.052966996882955565
57,signed_path,9.806443117272739,1.5852071041835862,-8.221236013089152
57,nontorsion_phase,1.7708531695259642,0.13959711343485906,-1.6312560560911051
57,orientation,0.6024585351071198,0.09394439204989319,-0.5085141430572266
57,positive_scale,0.630757418314621,0.06121776592814766,-0.5695396523864733
57,independent_cross_law,0.2348050303572435,0.0034324437005703607,-0.23137258665667315
58,signed_path,6.876337003651715,0.9705364997979626,-5.905800503853753
58,nontorsion_phase,2.0771638868045286,0.39324740205768527,-1.6839164847468433
58,orientation,0.4970312248056574,0.05083726797553015,-0.4461939568301273
58,positive_scale,0.29199750998872315,0.007747966505534697,-0.2842495434831884
58,independent_cross_law,0.3096589732201351,0.0004259025589656235,-0.30923307066116945
59,signed_path,6.4253515129092875,1.2065176038800303,-5.218833909029257
59,nontorsion_phase,2.298151891224979,1.9448650188980587,-0.35328687232692024
59,orientation,0.16935018719031772,0.019522698637181507,-0.1498274885531362
59,positive_scale,1.335067958654768,0.06327677738808708,-1.271791181266681
59,independent_cross_law,0.16031554484372262,0.002994959205232896,-0.15732058563848972
60,signed_path,7.047520094755968,1.576006660822336,-5.471513433933632
60,nontorsion_phase,2.584918417744756,2.565313069221416,-0.019605348523340282
60,orientation,0.2711411516769604,0.0586337521718471,-0.2125073995051133
60,positive_scale,0.13756356635541442,0.015445685253298064,-0.12211788110211635
60,independent_cross_law,0.3112131753757868,0.004165343698239599,-0.3070478316775472
61,signed_path,5.862538141656357,0.9412857210474128,-4.921252420608944
61,nontorsion_phase,1.3582061452592444,0.3014728934396066,-1.056733251819638
61,orientation,0.4100986043782189,0.07502951558749847,-0.3350690887907204
61,positive_scale,0.530878142632641,0.01096690935809174,-0.5199112332745492
61,independent_cross_law,0.17352525607825042,0.004549632078144571,-0.16897562400010585
62,signed_path,6.189377275568326,0.5107104483774011,-5.678666827190924
62,nontorsion_phase,2.420091558739388,1.1825100626612375,-1.2375814960781504
62,orientation,0.20802320037312955,0.01845999743065646,-0.18956320294247309
62,positive_scale,0.22705836700884072,0.012352487638259522,-0.2147058793705812
62,independent_cross_law,0.3407945791093272,0.007803596193211932,-0.3329909829161153
63,signed_path,6.552777836607056,1.2080088098070951,-5.344769026799961
